seed,policy,experiment_condition,weather_scenario,weather_type,day_type,agent_count,planned_activities,completed_activities,activity_completion_rate,planned_necessary_activities,completed_necessary_activities,necessary_activity_completion_rate,weather_cancelled_activities,transport_unmet_activities,necessary_transport_unmet_activities,planned_legs,successful_legs,transport_unmet_legs,transport_success_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,walking_mode_share,bus_mode_share,metro_mode_share,ride_hailing_mode_share,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,ride_hailing_failed,fallback_attempts,fallback_successes,fallback_succeeded,fallback_failed,late_but_reached,reached_but_activity_incomplete,transport_unmet,mandatory_activity_incomplete,mean_bus_wait_minutes,mean_metro_wait_minutes,bus_metro_transfer_legs,bus_metro_transfer_share_of_metro,mean_feeder_bus_time_minutes,mean_ride_hailing_wait_minutes,mean_total_travel_time,mean_fare_yuan,on_time_arrivals,on_time_arrival_rate,bus_activity_arrivals,bus_late_arrivals,bus_late_arrival_rate,interzonal_metro_legs,interzonal_metro_share,scheduled_bus_vehicle_trips,bus_demand,bus_feeder_boardings,total_bus_passenger_boardings,successful_ride_hailing_vehicle_trips,road_vehicle_volume,mean_volume_capacity_ratio,mean_road_speed_kmh,intrazonal_successful_legs,interzonal_successful_legs,initial_ride_hailing_vehicles,end_idle_vehicles,end_busy_vehicles,end_idle_by_zone,feedback_flow_is_first_round_successful_rides,metro_enabled,weather_exposed_activities,remote_work,travel_required_activities,transport_related_unmet,necessary_transport_related_unmet,total_outdoor_exposure_minutes,total_heat_hazard_dose_c_min,total_heat_risk_burden,necessary_heat_risk_burden,heat_risk_per_completed_travel_required_necessary_activity,heat_risk_per_planned_travel_required_necessary_activity,total_rain_exposure_minutes,total_system_wait_minutes,vehicle_total,mean_ride_hailing_wait_minutes_per_request,max_ride_hailing_wait_minutes,no_vehicle_failures,wait_limit_failures,non_capacity_failures,competition_event,collapse_event
55,P0_no_policy,fleet_12,W2,heavy_rain,workday,50,56,52,0.928571,38,36,0.947368,2,0,0,101,101,0,1.0,0,41,53,7,0.0,0.405941,0.524752,0.069307,7,7,0,0,0,0,0,0,1,2,0,2,7.833,8.169,26,0.490566,33.514,10.481,64.171,5.982,52,0.981132,22,0,0.0,39,0.709091,730.941,41,35,76,7,737.941,0.731694,16.163,46,55,12,12,0,"{""Z1"": 0, ""Z2"": 3, ""Z3"": 2, ""Z4"": 1, ""Z5"": 1, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,35,1,53,0,0,2201.486,0.0,0.0,0.0,0.0,0.0,1469.006,827.486,12,10.481,13.333,0,0,0,False,False
55,P0_no_policy,fleet_10,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,61,42,2,0.0,0.580952,0.4,0.019048,2,2,0,0,0,0,0,0,0,2,0,2,6.89,7.583,20,0.47619,27.402,9.129,63.086,4.043,56,1.0,32,0,0.0,33,0.578947,766.941,61,23,84,2,768.941,0.705426,16.626,48,57,10,10,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 1, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,56,0,0,2123.039,0.0,0.0,0.0,0.0,0.0,0.0,757.039,10,9.129,10.667,0,0,0,False,False
55,P0_no_policy,fleet_10,W2,heavy_rain,workday,50,56,52,0.928571,38,36,0.947368,2,0,0,101,101,0,1.0,0,41,53,7,0.0,0.405941,0.524752,0.069307,7,7,0,0,0,0,0,0,1,2,0,2,7.833,8.169,26,0.490566,33.514,10.481,64.171,5.982,52,0.981132,22,0,0.0,39,0.709091,730.941,41,35,76,7,737.941,0.731694,16.163,46,55,10,10,0,"{""Z1"": 0, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,35,1,53,0,0,2201.486,0.0,0.0,0.0,0.0,0.0,1469.006,827.486,10,10.481,13.333,0,0,0,False,False
55,P0_no_policy,fleet_8,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,61,42,2,0.0,0.580952,0.4,0.019048,2,2,0,0,0,0,0,0,0,2,0,2,6.89,7.583,20,0.47619,27.402,9.129,63.086,4.043,56,1.0,32,0,0.0,33,0.578947,766.941,61,23,84,2,768.941,0.705426,16.626,48,57,8,8,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,56,0,0,2123.039,0.0,0.0,0.0,0.0,0.0,0.0,757.039,8,9.129,10.667,0,0,0,False,False
55,P0_no_policy,fleet_8,W2,heavy_rain,workday,50,56,52,0.928571,38,36,0.947368,2,0,0,101,101,0,1.0,0,41,53,7,0.0,0.405941,0.524752,0.069307,7,7,0,0,0,0,0,0,1,2,0,2,7.833,8.169,26,0.490566,33.514,10.481,64.171,5.982,52,0.981132,22,0,0.0,39,0.709091,730.941,41,35,76,7,737.941,0.731694,16.163,46,55,8,8,0,"{""Z1"": 0, ""Z2"": 2, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 0, ""Z9"": 1}",True,True,35,1,53,0,0,2201.486,0.0,0.0,0.0,0.0,0.0,1469.006,827.486,8,10.481,13.333,0,0,0,False,False
55,P0_no_policy,fleet_6,W0,normal,workday,50,56,54,0.964286,38,36,0.947368,0,0,0,105,105,0,1.0,0,61,42,2,0.0,0.580952,0.4,0.019048,2,2,0,0,0,0,0,0,0,2,0,2,6.89,7.583,20,0.47619,27.402,9.129,63.086,4.043,56,1.0,32,0,0.0,33,0.578947,766.941,61,23,84,2,768.941,0.705426,16.626,48,57,6,6,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,56,0,0,2123.039,0.0,0.0,0.0,0.0,0.0,0.0,757.039,6,9.129,10.667,0,0,0,False,False
55,P0_no_policy,fleet_6,W2,heavy_rain,workday,50,56,51,0.910714,38,36,0.947368,2,0,0,101,101,0,1.0,0,43,54,4,0.0,0.425743,0.534653,0.039604,7,4,3,3,3,3,3,0,3,3,0,2,7.683,8.077,26,0.481481,33.512,10.652,65.202,5.26,50,0.943396,23,1,0.043478,39,0.709091,730.941,43,35,78,4,734.941,0.717134,15.628,46,55,6,6,0,"{""Z1"": 0, ""Z2"": 2, ""Z3"": 1, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,35,1,53,0,0,2275.128,0.0,0.0,0.0,0.0,0.0,1530.648,869.128,6,14.658429,20.0,2,1,0,True,False
56,P0_no_policy,fleet_16,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,60,30,6,0.010309,0.618557,0.309278,0.061856,6,6,0,0,0,0,0,0,1,1,0,1,6.313,7.231,12,0.4,28.314,11.056,63.311,5.093,52,0.981132,33,1,0.030303,24,0.444444,678.706,60,14,74,6,684.706,0.77703,16.92,43,54,16,16,0,"{""Z1"": 2, ""Z2"": 2, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 4, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1836.614,0.0,0.0,0.0,0.0,0.0,0.0,662.052,16,11.055667,14.667,0,0,0,False,False
56,P0_no_policy,fleet_16,W2,heavy_rain,workday,50,53,53,1.0,39,39,1.0,0,0,0,94,94,0,1.0,1,37,42,14,0.010638,0.393617,0.446809,0.148936,14,14,0,0,0,0,0,0,1,0,0,0,6.891,8.263,22,0.52381,30.285,12.503,64.353,8.388,50,0.980392,19,0,0.0,35,0.673077,678.706,37,26,63,14,692.706,0.885194,16.296,42,52,16,16,0,"{""Z1"": 2, ""Z2"": 1, ""Z3"": 4, ""Z4"": 1, ""Z5"": 0, ""Z6"": 3, ""Z7"": 4, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,1949.247,0.0,0.0,0.0,0.0,0.0,1349.673473,777.067,16,12.50297,27.903584,0,0,0,False,False
56,P0_no_policy,fleet_12,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,60,30,6,0.010309,0.618557,0.309278,0.061856,6,6,0,0,0,0,0,0,1,1,0,1,6.313,7.231,12,0.4,28.314,11.056,63.311,5.093,52,0.981132,33,1,0.030303,24,0.444444,678.706,60,14,74,6,684.706,0.77703,16.92,43,54,12,12,0,"{""Z1"": 1, ""Z2"": 2, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 3, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1836.614,0.0,0.0,0.0,0.0,0.0,0.0,662.052,12,11.055667,14.667,0,0,0,False,False
56,P0_no_policy,fleet_12,W2,heavy_rain,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,94,94,0,1.0,1,38,42,13,0.010638,0.404255,0.446809,0.138298,14,13,1,1,1,1,1,0,2,1,0,1,6.86,8.263,22,0.52381,30.284,12.44,64.768,8.175,49,0.960784,20,1,0.05,35,0.673077,678.706,38,26,64,13,691.706,0.885105,16.104,42,52,12,12,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 3, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,1973.633,0.0,0.0,0.0,0.0,0.0,1374.059473,789.453,12,12.97954,27.908557,0,1,0,True,False
56,P0_no_policy,fleet_10,W0,normal,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,97,97,0,1.0,1,60,31,5,0.010309,0.618557,0.319588,0.051546,6,5,1,1,1,1,1,0,1,1,0,1,6.313,7.277,13,0.419355,27.622,10.333,63.679,4.628,52,0.981132,33,1,0.030303,25,0.462963,678.706,60,15,75,5,683.706,0.774395,16.754,43,54,10,10,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 2, ""Z4"": 1, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 1, ""Z9"": 1}",True,True,0,0,53,0,0,1870.587,0.0,0.0,0.0,0.0,0.0,0.0,676.025,10,11.9445,20.0,1,0,0,True,False
56,P0_no_policy,fleet_10,W2,heavy_rain,workday,50,53,52,0.981132,39,38,0.974359,0,0,0,94,94,0,1.0,1,38,43,12,0.010638,0.404255,0.457447,0.12766,14,12,2,2,2,2,2,0,2,1,0,1,6.86,8.272,23,0.534884,29.867,12.254,65.06,7.695,49,0.960784,20,1,0.05,36,0.692308,678.706,38,27,65,12,690.706,0.880532,15.986,42,52,10,10,0,"{""Z1"": 1, ""Z2"": 0, ""Z3"": 3, ""Z4"": 1, ""Z5"": 0, ""Z6"": 2, ""Z7"": 2, ""Z8"": 1, ""Z9"": 0}",True,True,46,2,51,0,0,2007.606,0.0,0.0,0.0,0.0,0.0,1395.232473,803.426,10,13.360468,27.908557,1,1,0,True,False
56,P0_no_policy,fleet_8,W0,normal,workday,50,53,51,0.962264,39,37,0.948718,0,0,0,97,97,0,1.0,1,62,31,3,0.010309,0.639175,0.319588,0.030928,6,3,3,3,3,3,3,0,2,2,0,2,6.305,7.277,13,0.419355,27.622,10.778,64.641,4.038,51,0.962264,34,2,0.058824,25,0.462963,678.706,62,15,77,3,681.706,0.777421,16.362,43,54,8,8,0,"{""Z1"": 1, ""Z2"": 1, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 2, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,53,0,0,1927.397,0.0,0.0,0.0,0.0,0.0,0.0,708.835,8,15.389,20.0,3,0,0,True,False
56,P0_no_policy,fleet_8,W2,heavy_rain,workday,50,53,51,0.962264,39,37,0.948718,0,0,0,94,94,0,1.0,1,40,43,10,0.010638,0.425532,0.457447,0.106383,14,10,4,4,4,4,4,0,3,2,0,2,6.821,8.272,23,0.534884,29.867,12.771,66.168,7.087,48,0.941176,21,2,0.095238,36,0.692308,678.706,40,27,67,10,688.706,0.885186,15.58,42,52,8,8,0,"{""Z1"": 1, ""Z2"": 0, ""Z3"": 3, ""Z4"": 0, ""Z5"": 0, ""Z6"": 2, ""Z7"": 2, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,51,0,0,2064.416,0.0,0.0,0.0,0.0,0.0,1452.042473,836.236,8,14.836683,27.908557,3,1,0,True,False
56,P0_no_policy,fleet_6,W0,normal,workday,50,53,51,0.962264,39,37,0.948718,0,0,0,97,97,0,1.0,1,62,31,3,0.010309,0.639175,0.319588,0.030928,6,3,3,3,3,3,3,0,2,2,0,2,6.305,7.277,13,0.419355,27.622,10.778,64.641,4.038,51,0.962264,34,2,0.058824,25,0.462963,678.706,62,15,77,3,681.706,0.777421,16.362,43,54,6,6,0,"{""Z1"": 0, ""Z2"": 1, ""Z3"": 2, ""Z4"": 0, ""Z5"": 0, ""Z6"": 1, ""Z7"": 1, ""Z8"": 0, ""Z9"": 1}",True,True,0,0,53,0,0,1927.397,0.0,0.0,0.0,0.0,0.0,0.0,708.835,6,15.389,20.0,3,0,0,True,False
56,P0_no_policy,fleet_6,W2,heavy_rain,workday,50,53,51,0.962264,39,37,0.948718,0,0,0,94,94,0,1.0,1,41,43,9,0.010638,0.43617,0.457447,0.095745,14,9,5,5,5,5,5,0,3,2,0,2,6.772,8.272,23,0.534884,29.867,13.302,66.5,6.957,48,0.941176,21,2,0.095238,36,0.692308,678.706,41,27,68,9,687.706,0.885134,15.378,42,52,6,6,0,"{""Z1"": 0, ""Z2"": 0, ""Z3"": 3, ""Z4"": 0, ""Z5"": 0, ""Z6"": 2, ""Z7"": 1, ""Z8"": 0, ""Z9"": 0}",True,True,46,2,51,0,0,2089.216,0.0,0.0,0.0,0.0,0.0,1476.842473,853.036,6,15.693826,27.908557,4,1,0,True,False
