leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
6-2026-07-11-L02,6,2026-07-11,Saturday,return_home,activity-6-2026-07-11-005,return_home,Z6,Z6,2026-07-11 18:30:00,2026-07-11 18:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,29.943,53.657,2.0,15.145,0.944444,normal,W0,rest_day,P0_no_policy,23.714,0.0,1.0,0.0,0.0
7-2026-07-11-L01,7,2026-07-11,Saturday,outbound,activity-7-2026-07-11-007,social_leisure,Z1,Z2,2026-07-11 09:00:00,2026-07-11 09:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,12.894,27.394,4.0,35.0,,normal,W0,rest_day,P0_no_policy,14.5,0.0,1.0,0.0,0.0
7-2026-07-11-L02,7,2026-07-11,Saturday,between_activities,activity-7-2026-07-11-008,social_leisure,Z2,Z3,2026-07-11 14:05:00,2026-07-11 14:05:00,metro,False,,False,False,metro,True,5.0,0.0,5.0,10.0,7.0,25.986,47.986,4.0,35.0,,normal,W0,rest_day,P0_no_policy,15.0,0.0,1.0,0.0,0.0
7-2026-07-11-L03,7,2026-07-11,Saturday,return_home,activity-7-2026-07-11-008,return_home,Z3,Z1,2026-07-11 21:00:00,2026-07-11 21:00:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,0.0,13.092,29.092,4.0,35.0,,normal,W0,rest_day,P0_no_policy,16.0,0.0,1.0,0.0,0.0
8-2026-07-11-L01,8,2026-07-11,Saturday,outbound,activity-8-2026-07-11-007,social_leisure,Z6,Z6,2026-07-11 09:55:00,2026-07-11 09:55:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,38.002,62.86,2.0,17.233,0.671373,normal,W0,rest_day,P0_no_policy,24.857,0.0,1.0,0.0,0.0
8-2026-07-11-L02,8,2026-07-11,Saturday,return_home,activity-8-2026-07-11-007,return_home,Z6,Z6,2026-07-11 22:30:00,2026-07-11 22:30:00,ride_hailing,False,,False,False,ride_hailing,True,10.667,0.0,10.667,2.0,0.0,18.046,30.713,32.69,32.992,0.313889,normal,W0,rest_day,P0_no_policy,10.667,0.0,1.0,0.0,0.0
9-2026-07-11-L01,9,2026-07-11,Saturday,outbound,activity-9-2026-07-11-008,shopping,Z7,Z7,2026-07-11 11:45:00,2026-07-11 11:45:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,16.321,35.321,2.0,17.972,0.476667,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
9-2026-07-11-L02,9,2026-07-11,Saturday,between_activities,activity-9-2026-07-11-009,shopping,Z7,Z7,2026-07-11 14:10:00,2026-07-11 14:10:00,bus,False,,False,False,bus,True,7.0,0.0,7.0,12.0,0.0,20.577,39.577,2.0,17.971,0.477222,normal,W0,rest_day,P0_no_policy,19.0,0.0,1.0,0.0,0.0
9-2026-07-11-L03,9,2026-07-11,Saturday,between_activities,activity-9-2026-07-11-010,out_of_home_family_activity,Z7,Z7,2026-07-11 19:05:00,2026-07-11 19:05:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,66.003,82.803,2.0,16.382,0.683039,normal,W0,rest_day,P0_no_policy,16.8,0.0,1.0,0.0,0.0
9-2026-07-11-L04,9,2026-07-11,Saturday,return_home,activity-9-2026-07-11-010,return_home,Z7,Z7,2026-07-11 22:00:00,2026-07-11 22:00:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,12.0,0.0,42.001,65.001,2.0,17.996,0.313333,normal,W0,rest_day,P0_no_policy,23.0,0.0,1.0,0.0,0.0
1-2026-07-07-L01,1,2026-07-07,Tuesday,outbound,activity-1-2026-07-07-002,work,Z3,Z1,2026-07-07 09:00:00,2026-07-07 09:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,13.092,27.592,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,87.0,1.0,87.0,0.0
1-2026-07-07-L02,1,2026-07-07,Tuesday,return_home,activity-1-2026-07-07-002,return_home,Z1,Z3,2026-07-07 19:30:00,2026-07-07 19:30:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,16.428,26.428,26.52,27.893,0.682484,normal,W1,workday,P0_no_policy,8.0,56.0,1.0,56.0,0.0
10-2026-07-07-L01,10,2026-07-07,Tuesday,outbound,activity-10-2026-07-07-003,work,Z5,Z3,2026-07-07 08:35:00,2026-07-07 08:35:00,metro,False,,False,False,metro,True,5.4,0.0,5.4,13.0,0.0,43.122,61.522,5.0,35.0,,normal,W1,workday,P0_no_policy,18.4,102.0,1.0,102.0,0.0
10-2026-07-07-L02,10,2026-07-07,Tuesday,between_activities,activity-10-2026-07-07-004,social_leisure,Z3,Z5,2026-07-07 20:05:00,2026-07-07 20:05:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,43.122,62.122,5.0,35.0,,normal,W1,workday,P0_no_policy,19.0,102.441667,1.0,102.441667,0.0
10-2026-07-07-L03,10,2026-07-07,Tuesday,return_home,activity-10-2026-07-07-004,return_home,Z5,Z5,2026-07-07 22:30:00,2026-07-07 22:30:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,53.625,53.625,0.0,4.8,,normal,W1,workday,P0_no_policy,53.625,149.0625,1.0,149.0625,0.0
11-2026-07-07-L01,11,2026-07-07,Tuesday,outbound,activity-11-2026-07-07-004,work,Z5,Z7,2026-07-07 08:00:00,2026-07-07 08:00:00,metro,False,,False,False,metro,True,6.048,0.0,6.048,13.0,0.0,29.362,48.41,5.0,35.0,,normal,W1,workday,P0_no_policy,19.048,81.192,1.0,81.192,0.0
11-2026-07-07-L02,11,2026-07-07,Tuesday,return_home,activity-11-2026-07-07-004,return_home,Z7,Z5,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.04,0.0,3.04,13.0,0.0,29.362,45.402,5.0,35.0,,extreme_heat,W1,workday,P0_no_policy,16.04,184.48,1.0,184.48,0.0
12-2026-07-07-L01,12,2026-07-07,Tuesday,outbound,activity-12-2026-07-07-002,work,Z5,Z7,2026-07-07 07:00:00,2026-07-07 07:00:00,metro,False,,False,False,metro,True,3.744,0.0,3.744,13.0,0.0,29.362,46.106,5.0,35.0,,normal,W1,workday,P0_no_policy,16.744,38.488,1.0,38.488,0.0
12-2026-07-07-L02,12,2026-07-07,Tuesday,return_home,activity-12-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.04,0.0,3.04,13.0,0.0,29.362,45.402,5.0,35.0,,extreme_heat,W1,workday,P0_no_policy,16.04,184.48,1.0,184.48,0.0
13-2026-07-07-L01,13,2026-07-07,Tuesday,outbound,activity-13-2026-07-07-002,work,Z2,Z2,2026-07-07 08:05:00,2026-07-07 08:05:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,11.155,25.655,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,58.65,1.0,58.65,0.0
13-2026-07-07-L02,13,2026-07-07,Tuesday,between_activities,activity-13-2026-07-07-003,shopping,Z2,Z2,2026-07-07 19:35:00,2026-07-07 19:35:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,13.614,23.614,22.99,27.893,0.682484,normal,W1,workday,P0_no_policy,8.0,56.0,1.0,56.0,0.0
13-2026-07-07-L03,13,2026-07-07,Tuesday,return_home,activity-13-2026-07-07-003,return_home,Z2,Z2,2026-07-07 21:00:00,2026-07-07 21:00:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,8.273,18.273,18.18,32.992,0.313889,normal,W1,workday,P0_no_policy,8.0,36.0,1.0,36.0,0.0
14-2026-07-07-L01,14,2026-07-07,Tuesday,outbound,activity-14-2026-07-07-003,work,Z6,Z6,2026-07-07 09:25:00,2026-07-07 09:25:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,41.32,66.178,2.0,15.264,0.684444,normal,W1,workday,P0_no_policy,24.857,179.165667,1.0,179.165667,0.0
14-2026-07-07-L02,14,2026-07-07,Tuesday,return_home,activity-14-2026-07-07-003,return_home,Z6,Z6,2026-07-07 18:30:00,2026-07-07 18:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,41.617,65.332,2.0,15.155,0.944444,normal,W1,workday,P0_no_policy,23.714,199.109333,1.0,199.109333,0.0
15-2026-07-07-L01,15,2026-07-07,Tuesday,outbound,activity-15-2026-07-07-002,work,Z7,Z1,2026-07-07 09:00:00,2026-07-07 09:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,30.0,44.5,5.0,35.0,,normal,W1,workday,P0_no_policy,14.5,92.0,1.0,92.0,0.0
15-2026-07-07-L02,15,2026-07-07,Tuesday,return_home,activity-15-2026-07-07-002,return_home,Z1,Z7,2026-07-07 18:30:00,2026-07-07 18:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,30.0,44.5,5.0,35.0,,normal,W1,workday,P0_no_policy,14.5,125.5,1.0,125.5,0.0
16-2026-07-07-L01,16,2026-07-07,Tuesday,outbound,activity-16-2026-07-07-002,work,Z1,Z3,2026-07-07 09:00:00,2026-07-07 09:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,13.092,27.592,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,87.0,1.0,87.0,0.0
16-2026-07-07-L02,16,2026-07-07,Tuesday,between_activities,activity-16-2026-07-07-003,visit,Z3,Z5,2026-07-07 18:35:00,2026-07-07 18:35:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,13.0,0.0,43.122,60.622,5.0,35.0,,normal,W1,workday,P0_no_policy,17.5,143.883333,1.0,143.883333,0.0
16-2026-07-07-L03,16,2026-07-07,Tuesday,return_home,activity-16-2026-07-07-003,return_home,Z5,Z1,2026-07-07 22:00:00,2026-07-07 22:00:00,metro,False,,False,False,metro,True,7.2,0.0,7.2,13.0,9.0,56.214,85.414,6.0,35.0,,normal,W1,workday,P0_no_policy,20.2,65.7,1.0,65.7,0.0
17-2026-07-07-L01,17,2026-07-07,Tuesday,outbound,activity-17-2026-07-07-003,work,Z8,Z2,2026-07-07 08:55:00,2026-07-07 08:55:00,metro,False,,False,False,metro,True,5.4,0.0,5.4,13.0,0.0,17.408,35.808,4.0,35.0,,normal,W1,workday,P0_no_policy,18.4,106.2,1.0,106.2,0.0
17-2026-07-07-L02,17,2026-07-07,Tuesday,between_activities,activity-17-2026-07-07-004,shopping,Z2,Z2,2026-07-07 19:10:00,2026-07-07 19:10:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,9.816,19.816,18.22,27.896,0.681928,normal,W1,workday,P0_no_policy,8.0,64.0,1.0,64.0,0.0
17-2026-07-07-L03,17,2026-07-07,Tuesday,return_home,activity-17-2026-07-07-004,return_home,Z2,Z8,2026-07-07 21:00:00,2026-07-07 21:00:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,17.408,36.408,4.0,35.0,,normal,W1,workday,P0_no_policy,19.0,82.3,1.0,82.3,0.0
18-2026-07-07-L01,18,2026-07-07,Tuesday,outbound,activity-18-2026-07-07-002,work,Z7,Z1,2026-07-07 07:30:00,2026-07-07 07:30:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,30.0,43.0,5.0,35.0,,normal,W1,workday,P0_no_policy,13.0,44.0,1.0,44.0,0.0
18-2026-07-07-L02,18,2026-07-07,Tuesday,return_home,activity-18-2026-07-07-002,return_home,Z1,Z7,2026-07-07 18:00:00,2026-07-07 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,30.0,44.5,5.0,35.0,,normal,W1,workday,P0_no_policy,14.5,140.0,1.0,140.0,0.0
19-2026-07-07-L01,19,2026-07-07,Tuesday,outbound,activity-19-2026-07-07-004,social_leisure,Z3,Z2,2026-07-07 09:35:00,2026-07-07 09:35:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,8.0,25.986,47.186,4.0,35.0,,normal,W1,workday,P0_no_policy,13.2,97.4,1.0,97.4,0.0
19-2026-07-07-L02,19,2026-07-07,Tuesday,return_home,activity-19-2026-07-07-004,return_home,Z2,Z3,2026-07-07 20:30:00,2026-07-07 20:30:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,9.0,25.986,50.986,4.0,35.0,,normal,W1,workday,P0_no_policy,16.0,77.5,1.0,77.5,0.0
2-2026-07-07-L01,2,2026-07-07,Tuesday,outbound,activity-2-2026-07-07-003,work,Z7,Z7,2026-07-07 09:40:00,2026-07-07 09:40:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,0.0,24.473,37.673,4.0,35.0,,normal,W1,workday,P0_no_policy,13.2,97.4,1.0,97.4,0.0
2-2026-07-07-L02,2,2026-07-07,Tuesday,return_home,activity-2-2026-07-07-003,return_home,Z7,Z7,2026-07-07 19:30:00,2026-07-07 19:30:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,12.0,0.0,54.413,71.213,2.0,17.316,0.682484,normal,W1,workday,P0_no_policy,16.8,105.6,1.0,105.6,0.0
20-2026-07-07-L01,20,2026-07-07,Tuesday,outbound,activity-20-2026-07-07-003,work,Z2,Z3,2026-07-07 09:35:00,2026-07-07 09:35:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,8.0,25.986,47.186,4.0,35.0,,normal,W1,workday,P0_no_policy,13.2,97.4,1.0,97.4,0.0
20-2026-07-07-L02,20,2026-07-07,Tuesday,return_home,activity-20-2026-07-07-003,return_home,Z3,Z2,2026-07-07 18:30:00,2026-07-07 18:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,9.193,25.986,49.679,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,125.5,1.0,125.5,0.0
21-2026-07-07-L01,21,2026-07-07,Tuesday,outbound,activity-21-2026-07-07-002,work,Z9,Z6,2026-07-07 09:05:00,2026-07-07 09:05:00,bus,False,,False,False,bus,True,12.837,0.0,12.837,23.0,0.0,97.849,133.685,2.0,16.552,0.764444,normal,W1,workday,P0_no_policy,35.837,252.859,1.1,278.1449,0.0
21-2026-07-07-L02,21,2026-07-07,Tuesday,return_home,activity-21-2026-07-07-002,return_home,Z6,Z9,2026-07-07 19:30:00,2026-07-07 19:30:00,bus,False,,False,False,bus,True,7.131,0.0,7.131,23.0,0.0,90.246,120.377,2.0,17.947,0.762484,normal,W1,workday,P0_no_policy,30.131,175.733667,1.1,193.307034,0.0
22-2026-07-07-L01,22,2026-07-07,Tuesday,outbound,activity-22-2026-07-07-002,work,Z5,Z7,2026-07-07 07:30:00,2026-07-07 07:30:00,metro,False,,False,False,metro,True,4.817,0.0,4.817,13.0,0.0,29.362,47.179,5.0,35.0,,normal,W1,workday,P0_no_policy,17.817,58.451,1.1,64.2961,0.0
22-2026-07-07-L02,22,2026-07-07,Tuesday,return_home,activity-22-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.04,0.0,3.04,13.0,0.0,29.362,45.402,5.0,35.0,,extreme_heat,W1,workday,P0_no_policy,16.04,184.48,1.1,202.928,0.0
24-2026-07-07-L01,24,2026-07-07,Tuesday,outbound,activity-24-2026-07-07-002,work,Z7,Z4,2026-07-07 08:35:00,2026-07-07 08:35:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,13.0,0.0,28.019,45.519,5.0,35.0,,normal,W1,workday,P0_no_policy,17.5,95.5,1.1,105.05,0.0
24-2026-07-07-L02,24,2026-07-07,Tuesday,return_home,activity-24-2026-07-07-002,return_home,Z4,Z7,2026-07-07 19:30:00,2026-07-07 19:30:00,metro,False,,False,False,metro,True,3.84,0.0,3.84,13.0,0.0,28.019,44.859,5.0,35.0,,normal,W1,workday,P0_no_policy,16.84,112.88,1.1,124.168,0.0
25-2026-07-07-L01,25,2026-07-07,Tuesday,outbound,activity-25-2026-07-07-002,work,Z7,Z7,2026-07-07 07:45:00,2026-07-07 07:45:00,bus,False,,False,False,bus,True,4.333,0.0,4.333,12.0,0.0,54.963,71.296,2.0,15.1,0.913333,normal,W1,workday,P0_no_policy,16.333,60.999,1.1,67.0989,0.0
25-2026-07-07-L02,25,2026-07-07,Tuesday,return_home,activity-25-2026-07-07-002,return_home,Z7,Z7,2026-07-07 17:30:00,2026-07-07 17:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,12.0,0.0,55.278,71.278,2.0,15.014,0.944444,extreme_heat,W1,workday,P0_no_policy,16.0,164.0,1.1,180.4,0.0
26-2026-07-07-L01,26,2026-07-07,Tuesday,outbound,activity-26-2026-07-07-002,work,Z8,Z3,2026-07-07 08:35:00,2026-07-07 08:35:00,metro,False,,False,False,metro,True,5.4,0.0,5.4,13.0,9.687,43.394,71.481,5.0,35.0,,normal,W1,workday,P0_no_policy,18.4,102.0,1.1,112.2,0.0
26-2026-07-07-L02,26,2026-07-07,Tuesday,return_home,activity-26-2026-07-07-002,return_home,Z3,Z8,2026-07-07 19:30:00,2026-07-07 19:30:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,13.0,8.682,43.394,68.276,5.0,35.0,,normal,W1,workday,P0_no_policy,16.2,97.4,1.1,107.14,0.0
27-2026-07-07-L01,27,2026-07-07,Tuesday,outbound,activity-27-2026-07-07-003,work,Z3,Z1,2026-07-07 07:30:00,2026-07-07 07:30:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,13.092,26.092,4.0,35.0,,normal,W1,workday,P0_no_policy,13.0,39.0,1.1,42.9,0.0
27-2026-07-07-L02,27,2026-07-07,Tuesday,return_home,activity-27-2026-07-07-003,return_home,Z1,Z3,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,13.092,26.092,4.0,35.0,,extreme_heat,W1,workday,P0_no_policy,13.0,156.0,1.1,171.6,0.0
28-2026-07-07-L01,28,2026-07-07,Tuesday,outbound,activity-28-2026-07-07-002,work,Z4,Z7,2026-07-07 08:35:00,2026-07-07 08:35:00,metro,False,,False,False,metro,True,6.048,0.0,6.048,13.0,0.0,28.019,47.067,5.0,35.0,,normal,W1,workday,P0_no_policy,19.048,100.24,1.1,110.264,0.0
28-2026-07-07-L02,28,2026-07-07,Tuesday,return_home,activity-28-2026-07-07-002,return_home,Z7,Z4,2026-07-07 17:30:00,2026-07-07 17:30:00,metro,False,,False,False,metro,True,3.809,0.0,3.809,13.0,0.0,28.019,44.828,5.0,35.0,,extreme_heat,W1,workday,P0_no_policy,16.809,176.899,1.1,194.5889,0.0
29-2026-07-07-L01,29,2026-07-07,Tuesday,outbound,activity-29-2026-07-07-002,work,Z6,Z6,2026-07-07 09:20:00,2026-07-07 09:20:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,47.774,72.632,2.0,15.337,0.684444,normal,W1,workday,P0_no_policy,24.857,175.615667,1.1,193.177234,0.0
29-2026-07-07-L02,29,2026-07-07,Tuesday,return_home,activity-29-2026-07-07-002,return_home,Z6,Z6,2026-07-07 19:00:00,2026-07-07 19:00:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,18.0,0.0,46.149,71.007,2.0,15.877,0.681928,normal,W1,workday,P0_no_policy,24.857,180.856,1.1,198.9416,0.0
3-2026-07-07-L01,3,2026-07-07,Tuesday,outbound,activity-3-2026-07-07-002,work,Z2,Z3,2026-07-07 08:05:00,2026-07-07 08:05:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,10.0,25.986,50.486,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,63.0,1.0,63.0,0.0
3-2026-07-07-L02,3,2026-07-07,Tuesday,return_home,activity-3-2026-07-07-002,return_home,Z3,Z2,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,8.692,25.986,47.678,4.0,35.0,,extreme_heat,W1,workday,P0_no_policy,13.0,151.0,1.0,151.0,0.0
30-2026-07-07-L01,30,2026-07-07,Tuesday,outbound,activity-30-2026-07-07-003,work,Z1,Z3,2026-07-07 08:30:00,2026-07-07 08:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,13.092,27.592,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,72.5,1.1,79.75,0.0
30-2026-07-07-L02,30,2026-07-07,Tuesday,between_activities,activity-30-2026-07-07-004,shopping,Z3,Z1,2026-07-07 19:00:00,2026-07-07 19:00:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,0.0,13.092,26.292,4.0,35.0,,normal,W1,workday,P0_no_policy,13.2,105.6,1.1,116.16,0.0
30-2026-07-07-L03,30,2026-07-07,Tuesday,return_home,activity-30-2026-07-07-004,return_home,Z1,Z1,2026-07-07 20:00:00,2026-07-07 20:00:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,12.0,0.0,11.175,34.175,2.0,17.996,0.313333,normal,W1,workday,P0_no_policy,23.0,133.833333,1.1,147.216666,0.0
31-2026-07-07-L01,31,2026-07-07,Tuesday,outbound,activity-31-2026-07-07-002,work,Z2,Z1,2026-07-07 09:30:00,2026-07-07 09:30:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,10.0,0.0,12.894,26.094,4.0,35.0,,normal,W1,workday,P0_no_policy,13.2,92.4,1.1,101.64,0.0
31-2026-07-07-L02,31,2026-07-07,Tuesday,return_home,activity-31-2026-07-07-002,return_home,Z1,Z2,2026-07-07 20:00:00,2026-07-07 20:00:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,0.0,12.894,28.894,4.0,35.0,,normal,W1,workday,P0_no_policy,16.0,96.0,1.1,105.6,0.0
32-2026-07-07-L01,32,2026-07-07,Tuesday,outbound,activity-32-2026-07-07-002,work,Z3,Z2,2026-07-07 07:35:00,2026-07-07 07:35:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,9.076,25.986,48.062,4.0,35.0,,normal,W1,workday,P0_no_policy,13.0,44.0,1.1,48.4,0.0
32-2026-07-07-L02,32,2026-07-07,Tuesday,return_home,activity-32-2026-07-07-002,return_home,Z2,Z3,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,8.692,25.986,47.678,4.0,35.0,,extreme_heat,W1,workday,P0_no_policy,13.0,151.0,1.1,166.1,0.0
33-2026-07-07-L01,33,2026-07-07,Tuesday,outbound,activity-33-2026-07-07-002,work,Z4,Z7,2026-07-07 09:35:00,2026-07-07 09:35:00,metro,False,,False,False,metro,True,3.994,0.0,3.994,13.0,0.0,28.019,45.013,5.0,35.0,,normal,W1,workday,P0_no_policy,16.994,123.958,1.1,136.3538,0.0
33-2026-07-07-L02,33,2026-07-07,Tuesday,return_home,activity-33-2026-07-07-002,return_home,Z7,Z4,2026-07-07 19:00:00,2026-07-07 19:00:00,metro,False,,False,False,metro,True,4.007,0.0,4.007,13.0,0.0,28.019,45.026,5.0,35.0,,normal,W1,workday,P0_no_policy,17.007,128.056,1.1,140.8616,0.0
34-2026-07-07-L01,34,2026-07-07,Tuesday,outbound,activity-34-2026-07-07-002,work,Z7,Z2,2026-07-07 07:05:00,2026-07-07 07:05:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,42.894,55.894,5.0,35.0,,normal,W1,workday,P0_no_policy,13.0,31.883333,1.1,35.071666,0.0
34-2026-07-07-L02,34,2026-07-07,Tuesday,return_home,activity-34-2026-07-07-002,return_home,Z2,Z7,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,10.0,0.0,42.894,55.894,5.0,35.0,,extreme_heat,W1,workday,P0_no_policy,13.0,151.0,1.1,166.1,0.0
35-2026-07-07-L01,35,2026-07-07,Tuesday,outbound,activity-35-2026-07-07-002,work,Z2,Z1,2026-07-07 08:00:00,2026-07-07 08:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,12.894,27.394,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,58.0,1.1,63.8,0.0
35-2026-07-07-L02,35,2026-07-07,Tuesday,return_home,activity-35-2026-07-07-002,return_home,Z1,Z2,2026-07-07 18:30:00,2026-07-07 18:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,0.0,12.894,27.394,4.0,35.0,,normal,W1,workday,P0_no_policy,14.5,130.5,1.1,143.55,0.0
36-2026-07-07-L01,36,2026-07-07,Tuesday,outbound,activity-36-2026-07-07-002,work,Z6,Z3,2026-07-07 07:35:00,2026-07-07 07:35:00,metro,False,,False,False,metro,True,3.6,0.0,3.6,13.0,0.0,26.024,42.624,4.0,35.0,,normal,W1,workday,P0_no_policy,16.6,54.8,1.1,60.28,0.0
36-2026-07-07-L02,36,2026-07-07,Tuesday,return_home,activity-36-2026-07-07-002,return_home,Z3,Z6,2026-07-07 18:00:00,2026-07-07 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,13.0,0.0,26.024,43.524,4.0,35.0,,normal,W1,workday,P0_no_policy,17.5,167.0,1.1,183.7,0.0
37-2026-07-07-L01,37,2026-07-07,Tuesday,outbound,activity-37-2026-07-07-003,work,Z3,Z7,2026-07-07 06:35:00,2026-07-07 06:35:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,10.0,8.209,43.092,67.301,5.0,35.0,,normal,W1,workday,P0_no_policy,16.0,31.5,1.1,34.65,0.0
37-2026-07-07-L02,37,2026-07-07,Tuesday,return_home,activity-37-2026-07-07-003,return_home,Z7,Z3,2026-07-07 17:30:00,2026-07-07 17:30:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,10.0,10.0,43.092,67.592,5.0,35.0,,extreme_heat,W1,workday,P0_no_policy,14.5,149.5,1.1,164.45,0.0
38-2026-07-07-L01,38,2026-07-07,Tuesday,outbound,activity-38-2026-07-07-003,medical,Z8,Z8,2026-07-07 08:35:00,2026-07-07 08:35:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,18.0,0.0,27.942,51.657,2.0,15.03,0.924444,normal,W1,workday,P0_no_policy,23.714,127.57,1.3,165.841,0.0
38-2026-07-07-L02,38,2026-07-07,Tuesday,between_activities,activity-38-2026-07-07-004,visit,Z8,Z2,2026-07-07 12:25:00,2026-07-07 12:25:00,metro,False,,False,False,metro,True,6.0,0.0,6.0,13.0,0.0,17.408,36.408,4.0,35.0,,extreme_heat,W1,workday,P0_no_policy,19.0,243.4,1.3,316.42,0.0
38-2026-07-07-L03,38,2026-07-07,Tuesday,return_home,activity-38-2026-07-07-004,return_home,Z2,Z8,2026-07-07 17:00:00,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.0,0.0,3.0,13.0,0.0,17.408,33.408,4.0,35.0,,extreme_heat,W1,workday,P0_no_policy,16.0,188.6,1.3,245.18,0.0
