seed,leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,unconcentrated_departure_time,departure_time_concentrated,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,late_but_reached,maximum_commute_time_exceeded,maximum_lateness_exceeded,completion_failure_reason,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,origin_metro_walk_access_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,destination_metro_walk_access_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,itinerary_pattern,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,fare_before_coupon_yuan,coupon_bound,coupon_redeemed,coupon_expired_after_failed_request,coupon_subsidy_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,experiment_condition,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
47,102-2026-07-07-L02,102,2026-07-07,Tuesday,between_activities,activity-102-2026-07-07-003,out_of_home_family_care,Z2,Z7,2026-07-07 17:36:00.628380,2026-07-07 19:00:00,2026-07-07 17:30:00,2026-07-07 17:36:00.628380,False,5.0,2026-07-07 18:55:00,2026-07-07 18:55:00,0.0,True,True,False,False,False,,True,False,walk,bus,1,18.596,4.0,8.0,6.596,2.0,55.394,0.0,0.0,0.0,8.0,18.596,8.0,4.0,0.0,2026-07-07 17:36:00.628380,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,8.5,0.0,8.5,16.0,5.0,49.49,78.99,7.0,7.0,False,False,False,0.0,32.335,,normal,W0,workday,P0_no_policy,P0_baseline,20.0,0.0,1.1,0.0,0.0
47,102-2026-07-07-L03,102,2026-07-07,Tuesday,return_home,activity-102-2026-07-07-003,return_home,Z7,Z4,2026-07-07 20:00:00,,,,False,10.0,,,,,,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.992,0.0,4.992,10.0,0.0,59.945,74.937,2.0,2.0,False,False,False,0.0,17.995,0.744444,normal,W0,workday,P0_no_policy,P0_baseline,14.992,0.0,1.1,0.0,0.0
47,103-2026-07-07-L01,103,2026-07-07,Tuesday,outbound,activity-103-2026-07-07-002,work,Z4,Z7,2026-07-07 08:44:36.727440,2026-07-07 10:00:00,2026-07-07 08:00:00,2026-07-07 08:44:36.727440,False,5.0,2026-07-07 09:55:00,2026-07-07 09:55:00,0.0,True,True,False,False,False,,True,False,walk,bus,1,19.321,4.8,8.0,6.521,2.0,46.067,0.0,0.0,0.0,12.0,19.321,8.0,4.8,0.0,2026-07-07 08:44:36.727440,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,10.848,0.0,10.848,20.0,5.0,34.54,70.388,7.0,7.0,False,False,False,0.0,31.26,,normal,W0,workday,P0_no_policy,P0_baseline,24.8,0.0,1.1,0.0,0.0
47,103-2026-07-07-L02,103,2026-07-07,Tuesday,return_home,activity-103-2026-07-07-002,return_home,Z7,Z4,2026-07-07 18:30:00,,,,False,5.0,,,,,,False,False,False,,False,False,bus,bus,2,48.112,10.857,20.0,17.255,4.0,33.059,18.599,8.0,4.0,0.0,29.514,12.0,6.857,0.0,2026-07-07 18:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk-bus-walk,True,15.897,0.0,15.897,20.0,10.0,45.274,91.171,9.0,9.0,False,False,False,0.0,27.492,,normal,W0,workday,P0_no_policy,P0_baseline,30.857,0.0,1.1,0.0,0.0
47,104-2026-07-07-L01,104,2026-07-07,Tuesday,outbound,activity-104-2026-07-07-003,work,Z1,Z1,2026-07-07 07:15:46.985580,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 07:15:46.985580,False,10.0,2026-07-07 07:50:00.152280,2026-07-07 07:50:00.152280,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:15:46.985580,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,8.0,0.0,21.719,34.219,2.0,2.0,False,False,False,0.0,15.197,0.714444,normal,W0,workday,P0_no_policy,P0_baseline,12.5,0.0,1.1,0.0,0.0
47,104-2026-07-07-L02,104,2026-07-07,Tuesday,return_home,activity-104-2026-07-07-003,return_home,Z1,Z1,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,27.573,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-metro-walk,True,3.0,0.0,3.0,16.0,0.0,8.573,27.573,3.0,3.0,False,False,False,0.0,35.001,,normal,W0,workday,P0_no_policy,P0_baseline,16.0,0.0,1.1,0.0,0.0
47,105-2026-07-07-L01,105,2026-07-07,Tuesday,outbound,activity-105-2026-07-07-003,work,Z3,Z6,2026-07-07 06:59:26.422800,2026-07-07 08:30:00,2026-07-07 06:30:00,2026-07-07 06:59:26.422800,False,10.0,2026-07-07 08:19:38.423040,2026-07-07 08:19:38.423040,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 06:59:26.422800,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,10.0,0.0,65.7,80.2,2.0,2.0,False,False,False,0.0,15.25,0.693333,normal,W0,workday,P0_no_policy,P0_baseline,14.5,0.0,1.1,0.0,0.0
47,105-2026-07-07-L02,105,2026-07-07,Tuesday,return_home,activity-105-2026-07-07-003,return_home,Z6,Z3,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,18.565,4.0,8.0,6.565,2.0,41.624,0.0,0.0,0.0,12.0,18.565,8.0,4.0,0.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,7.6,0.0,7.6,20.0,5.0,32.589,65.189,6.0,6.0,False,False,False,0.0,30.988,,normal,W0,workday,P0_no_policy,P0_baseline,24.0,0.0,1.1,0.0,0.0
47,106-2026-07-07-L01,106,2026-07-07,Tuesday,outbound,activity-106-2026-07-07-002,work,Z3,Z1,2026-07-07 07:04:20.126400,2026-07-07 08:00:00,2026-07-07 06:00:00,2026-07-07 07:04:20.126400,False,10.0,2026-07-07 07:50:00.232560,2026-07-07 07:50:00.232560,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:04:20.126400,bus,False,,False,False,bus,walk-bus-walk,True,4.5,0.0,4.5,8.0,0.0,33.168,45.668,2.0,2.0,False,False,False,0.0,15.197,0.714444,normal,W0,workday,P0_no_policy,P0_baseline,12.5,0.0,1.1,0.0,0.0
47,106-2026-07-07-L02,106,2026-07-07,Tuesday,return_home,activity-106-2026-07-07-002,return_home,Z1,Z3,2026-07-07 18:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,33.592,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 18:00:00,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,16.0,0.0,13.092,33.592,4.0,4.0,False,False,False,0.0,35.0,,normal,W0,workday,P0_no_policy,P0_baseline,16.0,0.0,1.1,0.0,0.0
47,107-2026-07-07-L01,107,2026-07-07,Tuesday,outbound,activity-107-2026-07-07-002,work,Z2,Z3,2026-07-07 08:12:55.624620,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:12:55.624620,False,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,False,,True,False,walk,bus,1,18.587,4.0,8.0,6.587,2.0,48.486,0.0,0.0,0.0,8.0,18.587,8.0,4.0,0.0,2026-07-07 08:12:55.624620,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,8.5,0.0,8.5,16.0,15.0,32.573,72.073,6.0,6.0,False,False,False,0.0,30.961,,normal,W0,workday,P0_no_policy,P0_baseline,20.0,0.0,1.1,0.0,0.0
47,107-2026-07-07-L02,107,2026-07-07,Tuesday,return_home,activity-107-2026-07-07-002,return_home,Z3,Z2,2026-07-07 19:00:00,,,,False,10.0,,,,,,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:00:00,bus,False,,False,False,bus,walk-bus-walk,True,4.8,0.0,4.8,8.0,0.0,62.889,75.689,2.0,2.0,False,False,False,0.0,15.908,0.681928,normal,W0,workday,P0_no_policy,P0_baseline,12.8,0.0,1.1,0.0,0.0
47,108-2026-07-07-L01,108,2026-07-07,Tuesday,outbound,activity-108-2026-07-07-002,work,Z3,Z2,2026-07-07 08:01:26.169180,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:01:26.169180,False,10.0,2026-07-07 09:20:00,2026-07-07 09:20:00,0.0,True,True,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:01:26.169180,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,66.564,78.564,2.0,2.0,False,False,False,0.0,15.03,0.924444,normal,W0,workday,P0_no_policy,P0_baseline,12.0,0.0,1.1,0.0,0.0
47,108-2026-07-07-L02,108,2026-07-07,Tuesday,return_home,activity-108-2026-07-07-002,return_home,Z2,Z3,2026-07-07 19:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,53.186,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 19:00:00,metro,False,,False,False,metro,walk-metro-walk,True,3.2,0.0,3.2,16.0,8.0,25.986,53.186,4.0,4.0,False,False,False,0.0,34.999,,normal,W0,workday,P0_no_policy,P0_baseline,16.0,0.0,1.1,0.0,0.0
47,109-2026-07-07-L01,109,2026-07-07,Tuesday,outbound,activity-109-2026-07-07-002,work,Z3,Z1,2026-07-07 08:51:24.480000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:51:24.480000,False,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,33.592,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2026-07-07 08:51:24.480000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,16.0,0.0,13.092,33.592,4.0,4.0,False,False,False,0.0,35.0,,normal,W0,workday,P0_no_policy,P0_baseline,16.0,0.0,1.1,0.0,0.0
47,109-2026-07-07-L02,109,2026-07-07,Tuesday,return_home,activity-109-2026-07-07-002,return_home,Z1,Z3,2026-07-07 19:30:00,,,,False,8.0,,,,,,False,False,False,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,ride_hailing,False,,False,False,ride_hailing,walk-ride_hailing-walk,True,8.0,0.0,8.0,2.0,0.0,16.428,26.428,26.52,26.52,False,False,False,0.0,27.893,0.682484,normal,W0,workday,P0_no_policy,P0_baseline,8.0,0.0,1.1,0.0,0.0
47,11-2026-07-07-L01,11,2026-07-07,Tuesday,outbound,activity-11-2026-07-07-004,work,Z5,Z7,2026-07-07 07:59:35.400000,2026-07-07 09:00:00,2026-07-07 07:00:00,2026-07-07 07:59:35.400000,False,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,55.41,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,2026-07-07 07:59:35.400000,metro,False,,False,False,metro,walk-metro-walk,True,6.048,0.0,6.048,20.0,0.0,29.362,55.41,5.0,5.0,False,False,False,0.0,35.0,,normal,W0,workday,P0_no_policy,P0_baseline,20.0,0.0,1.0,0.0,0.0
47,11-2026-07-07-L02,11,2026-07-07,Tuesday,return_home,activity-11-2026-07-07-004,return_home,Z7,Z5,2026-07-07 17:00:00,,,,False,5.0,,,,,,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,52.482,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,2026-07-07 17:00:00,metro,False,,False,False,metro,walk-metro-walk,True,3.12,0.0,3.12,20.0,0.0,29.362,52.482,5.0,5.0,False,False,False,0.0,35.0,,normal,W0,workday,P0_no_policy,P0_baseline,20.0,0.0,1.0,0.0,0.0
47,110-2026-07-07-L01,110,2026-07-07,Tuesday,outbound,activity-110-2026-07-07-003,medical,Z7,Z7,2026-07-07 08:16:26.254200,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:16:26.254200,False,10.0,2026-07-07 09:20:00,2026-07-07 09:20:00,0.0,True,True,False,False,False,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:16:26.254200,bus,False,,False,False,bus,walk-bus-walk,True,4.0,0.0,4.0,8.0,0.0,51.562,63.562,2.0,2.0,False,False,False,0.0,15.03,0.924444,normal,W0,workday,P0_no_policy,P0_baseline,12.0,0.0,1.1,0.0,0.0
47,110-2026-07-07-L02,110,2026-07-07,Tuesday,between_activities,activity-110-2026-07-07-004,visit,Z7,Z3,2026-07-07 12:00:00,2026-07-07 14:00:00,2026-07-07 12:00:00,2026-07-07 12:00:00,False,10.0,2026-07-07 13:55:18.894540,2026-07-07 13:55:18.894540,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 12:00:00,bus,False,,False,False,bus,walk-bus-walk,True,7.0,0.0,7.0,8.0,8.0,92.315,115.315,2.0,2.0,False,False,False,0.0,17.972,0.476667,normal,W0,workday,P0_no_policy,P0_baseline,15.0,0.0,1.1,0.0,0.0
47,110-2026-07-07-L03,110,2026-07-07,Tuesday,return_home,activity-110-2026-07-07-004,return_home,Z3,Z7,2026-07-07 18:00:00,,,,False,5.0,,,,,,False,False,False,,True,False,walk,bus,1,19.322,4.8,8.0,6.522,2.0,65.425,0.0,0.0,0.0,8.0,19.322,8.0,4.8,0.0,2026-07-07 18:00:00,metro,False,,False,False,metro,walk-metro-walk-bus-walk,True,9.3,0.0,9.3,16.0,14.833,49.614,89.747,7.0,7.0,False,False,False,0.0,32.394,,normal,W0,workday,P0_no_policy,P0_baseline,20.8,0.0,1.1,0.0,0.0
47,112-2026-07-07-L01,112,2026-07-07,Tuesday,outbound,activity-112-2026-07-07-002,work,Z5,Z7,2026-07-07 07:39:49.185600,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 07:39:49.185600,False,10.0,2026-07-07 09:20:50.512980,2026-07-07 09:20:50.512980,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:39:49.185600,bus,False,,False,False,bus,walk-bus-walk,True,6.4,0.0,6.4,10.0,0.0,84.622,101.022,2.0,2.0,False,False,False,0.0,13.359,1.083889,normal,W0,workday,P0_no_policy,P0_baseline,16.4,0.0,1.1,0.0,0.0
47,112-2026-07-07-L02,112,2026-07-07,Tuesday,return_home,activity-112-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:30:00,,,,False,5.0,,,,,,False,False,False,,False,True,bus,walk,1,18.596,4.0,8.0,6.596,2.0,46.402,18.596,8.0,4.0,0.0,0.0,0.0,0.0,12.0,2026-07-07 17:30:00,metro,False,,False,False,metro,walk-bus-walk-metro-walk,True,9.04,0.0,9.04,20.0,5.0,35.958,69.998,7.0,7.0,False,False,False,0.0,31.334,,normal,W0,workday,P0_no_policy,P0_baseline,24.0,0.0,1.1,0.0,0.0
47,113-2026-07-07-L01,113,2026-07-07,Tuesday,outbound,activity-113-2026-07-07-001,shopping,Z8,Z8,2026-07-07 17:38:43.834380,2026-07-07 18:30:00,2026-07-07 16:30:00,2026-07-07 17:38:43.834380,False,10.0,2026-07-07 18:20:00,2026-07-07 18:20:00,0.0,True,True,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:38:43.834380,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,12.0,0.0,23.554,41.269,2.0,2.0,False,False,False,0.0,15.01,0.945,normal,W0,workday,P0_no_policy,P0_baseline,17.714,0.0,1.1,0.0,0.0
47,113-2026-07-07-L02,113,2026-07-07,Tuesday,return_home,activity-113-2026-07-07-001,return_home,Z8,Z8,2026-07-07 19:30:00,,,,False,10.0,,,,,,False,False,False,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,walk-bus-walk,True,6.857,0.0,6.857,12.0,0.0,21.373,40.231,2.0,2.0,False,False,False,0.0,16.542,0.682484,normal,W0,workday,P0_no_policy,P0_baseline,18.857,0.0,1.1,0.0,0.0
47,114-2026-07-07-L01,114,2026-07-07,Tuesday,outbound,activity-114-2026-07-07-002,work,Z2,Z8,2026-07-07 08:43:05.520000,2026-07-07 09:30:00,2026-07-07 07:30:00,2026-07-07 08:43:05.520000,False,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,False,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,41.908,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,2026-07-07 08:43:05.520000,metro,False,,False,False,metro,walk-metro-walk,True,4.5,0.0,4.5,20.0,0.0,17.408,41.908,4.0,4.0,False,False,False,0.0,35.001,,normal,W0,workday,P0_no_policy,P0_baseline,20.0,0.0,1.1,0.0,0.0
47,114-2026-07-07-L02,114,2026-07-07,Tuesday,return_home,activity-114-2026-07-07-002,return_home,Z8,Z2,2026-07-07 18:30:00,,,,False,10.0,,,,,,False,False,False,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,walk-bus-walk,True,5.714,0.0,5.714,10.0,0.0,44.327,60.041,2.0,2.0,False,False,False,0.0,15.12,0.946111,normal,W0,workday,P0_no_policy,P0_baseline,15.714,0.0,1.1,0.0,0.0
