leg_id,agent_id,leg_role,purpose,request_time,dispatch_priority,dispatch_priority_policy,dispatch_priority_group_rank,effective_dispatch_priority,age_group,origin_zone,destination_zone,coupon_bound,coupon_scheme_id,coupon_pricing_type,coupon_fare_eligible,coupon_ineligibility_reason,fare_before_coupon_yuan,fare_after_coupon_yuan,request_network_distance_km,coupon_subsidy_yuan,succeeded,failure_reason,dispatch_time,pickup_wait_min,queue_wait_min,pending_queue_size_at_dispatch,dispatch_sequence,vehicle_id,idle_vehicles_at_request,busy_start,busy_until,previous_busy_until,idle_vehicles_after_dispatch,weather_scenario,policy,experiment_condition,day_type
671-2026-07-07-L02,671,return_home,return_home,1140.0,0.332927654,P0_first_come,0,0.332927654,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1140.0,8.0,0.0,3,341,N9RH-workday-Z1-024,47,1140.0,1168.907957,0.0,44,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
99-2026-07-07-L02,99,between_activities,social_leisure,1140.0,0.338149153,P0_first_come,0,0.338149153,18-39,Z1,Z5,False,percentage,percentage,False,coupon_unavailable,94.44,94.44,32.791,0.0,True,,1140.0,9.2,0.0,2,342,N9RH-workday-Z1-025,47,1140.0,1229.968576,0.0,43,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
108-2026-07-07-L02,108,return_home,return_home,1140.0,0.395469786,P0_first_come,0,0.395469786,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,28.2,28.2,8.261,0.0,True,,1140.0,10.667,0.0,4,351,N9RH-workday-Z5-004,19,1140.0,1173.567899,1057.78102,17,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
523-2026-07-07-L02,523,return_home,return_home,1140.0,0.402767225,P0_first_come,0,0.402767225,40-59,Z3,Z3,False,percentage,percentage,False,coupon_unavailable,35.03,35.03,10.79,0.0,True,,1140.0,8.0,0.0,1,347,N9RH-workday-Z1-006,13,1140.0,1177.782035,1049.310758,11,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
576-2026-07-07-L02,576,return_home,return_home,1140.0,0.470746341,P0_first_come,0,0.470746341,40-59,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,29.52,29.52,8.749,0.0,True,,1140.0,10.667,0.0,3,352,N9RH-workday-Z5-005,19,1140.0,1174.5866059999998,1046.735309,16,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
136-2026-07-07-L02,136,return_home,return_home,1140.0,0.578699613,P0_first_come,0,0.578699613,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1140.0,8.0,0.0,1,345,N9RH-workday-Z2-028,26,1140.0,1175.522346,0.0,24,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
188-2026-07-07-L02,188,return_home,return_home,1140.0,0.584454512,P0_first_come,0,0.584454512,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,23.85,23.85,6.647,0.0,True,,1140.0,10.667,0.0,1,356,N9RH-workday-Z2-019,30,1140.0,1168.815924,1117.377744,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
243-2026-07-07-L02,243,return_home,return_home,1140.0,0.670731178,P0_first_come,0,0.670731178,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,27.42,27.42,7.97,0.0,True,,1140.0,10.667,0.0,2,353,N9RH-workday-Z5-006,19,1140.0,1172.217788,0.0,15,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
174-2026-07-07-L02,174,between_activities,visit,1140.0,0.805250558,P0_first_come,0,0.805250558,18-39,Z7,Z5,False,percentage,percentage,False,coupon_unavailable,52.15,52.15,17.128,0.0,True,,1140.0,9.2,0.0,1,357,N9RH-workday-Z3-001,40,1140.0,1196.141388,1131.1323553333332,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
168-2026-07-07-L02,168,return_home,return_home,1140.0,0.884238957,P0_first_come,0,0.884238957,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,35.2,35.2,10.852,0.0,True,,1140.0,16.0,0.0,2,359,N9RH-workday-Z9-008,9,1140.0,1185.748114,1135.6011713333332,7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
301-2026-07-07-L02,301,return_home,return_home,1140.0,0.909008418,P0_first_come,0,0.909008418,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,34.06,34.06,10.431,0.0,True,,1140.0,16.0,0.0,1,360,N9RH-workday-Z9-010,9,1140.0,1184.373643,594.6257029999999,6,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
287-2026-07-07-L02,287,return_home,return_home,1140.0,0.93954119,P0_first_come,0,0.93954119,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,25.46,25.46,7.244,0.0,True,,1140.0,10.667,0.0,1,354,N9RH-workday-Z5-007,19,1140.0,1170.6336749999998,0.0,14,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
308-2026-07-07-L02,308,return_home,return_home,1140.0,0.940804143,P0_first_come,0,0.940804143,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,28.33,28.33,8.307,0.0,True,,1140.0,8.0,0.0,1,343,N9RH-workday-Z1-026,47,1140.0,1170.569448,0.0,42,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
113-2026-07-07-L02,113,between_activities,shopping,1147.9,0.768431828,P0_first_come,0,0.768431828,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,21.11,21.11,5.634,0.0,True,,1147.9,10.667,0.0,1,361,N9RH-workday-Z6-001,28,1147.9,1174.232541,1101.4109486666666,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
633-2026-07-07-L02,633,between_activities,shopping,1153.3,0.731997923,P0_first_come,0,0.731997923,40-59,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,20.57,20.57,5.432,0.0,True,,1153.3,8.0,0.0,1,362,N9RH-workday-Z4-002,40,1153.3,1176.425685,1148.361427,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
153-2026-07-07-L02,153,between_activities,social_leisure,1159.9333333333334,0.828952204,P0_first_come,0,0.828952204,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,26.16,26.16,7.502,0.0,True,,1159.9333333333334,10.667,0.0,1,363,N9RH-workday-Z3-003,28,1159.9333333333334,1191.5228623333333,1151.3091049999998,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
197-2026-07-07-L02,197,between_activities,social_leisure,1163.0166666666667,0.277507168,P0_first_come,0,0.277507168,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,23.66,23.66,6.578,0.0,True,,1163.0166666666667,10.667,0.0,1,364,N9RH-workday-Z1-002,28,1163.0166666666667,1192.0577046666665,1160.4406096666667,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
13-2026-07-07-L02,13,between_activities,shopping,1165.5333333333333,0.995584516,P0_first_come,0,0.995584516,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,22.99,22.99,6.329,0.0,True,,1165.5333333333333,8.0,0.0,1,365,N9RH-workday-Z1-012,29,1165.5333333333333,1191.2391903333332,1140.378615,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
399-2026-07-07-L02,399,between_activities,social_leisure,1170.0,0.034832976,P0_first_come,0,0.034832976,18-39,Z2,Z7,False,percentage,percentage,False,coupon_unavailable,73.46,73.46,25.021,0.0,True,,1170.0,8.0,0.0,2,369,N9RH-workday-Z1-013,28,1170.0,1233.658815,1141.72377,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
685-2026-07-07-L02,685,return_home,return_home,1170.0,0.098851535,P0_first_come,0,0.098851535,40-59,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,27.21,27.21,7.891,0.0,True,,1170.0,16.0,0.0,1,380,N9RH-workday-Z6-006,8,1170.0,1205.063394,1141.3590210000002,7,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
121-2026-07-07-L02,121,return_home,return_home,1170.0,0.100380519,P0_first_come,0,0.100380519,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1170.0,8.0,0.0,3,366,N9RH-workday-Z1-018,46,1170.0,1198.397845,1160.732961,45,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
229-2026-07-07-L02,229,return_home,return_home,1170.0,0.165105747,P0_first_come,0,0.165105747,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1170.0,8.0,0.0,1,370,N9RH-workday-Z1-019,28,1170.0,1203.577037,1142.016387,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
175-2026-07-07-L02,175,return_home,return_home,1170.0,0.21331244,P0_first_come,0,0.21331244,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,30.19,30.19,8.996,0.0,True,,1170.0,10.667,0.0,3,373,N9RH-workday-Z5-001,16,1170.0,1203.275694,1144.1846033333331,15,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
87-2026-07-07-L02,87,return_home,return_home,1170.0,0.312309567,P0_first_come,0,0.312309567,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,29.96,29.96,8.91,0.0,True,,1170.0,10.667,0.0,2,374,N9RH-workday-Z5-003,16,1170.0,1203.118376,1166.0597799999998,14,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
4-2026-07-07-L02,4,return_home,return_home,1170.0,0.342143912,P0_first_come,0,0.342143912,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,28.57,28.57,8.397,0.0,True,,1170.0,10.667,0.0,1,372,N9RH-workday-Z1-005,17,1170.0,1202.19887,1158.718283,16,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
203-2026-07-07-L02,203,return_home,return_home,1170.0,0.431673093,P0_first_come,0,0.431673093,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,37.15,37.15,11.574,0.0,True,,1170.0,10.667,0.0,3,376,N9RH-workday-Z2-019,28,1170.0,1208.669703,1168.815924,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
503-2026-07-07-L02,503,return_home,return_home,1170.0,0.555922016,P0_first_come,0,0.555922016,40-59,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,18.5,18.5,4.666,0.0,True,,1170.0,8.0,0.0,2,367,N9RH-workday-Z1-022,46,1170.0,1190.602782,1146.4595213333334,44,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
65-2026-07-07-L02,65,return_home,return_home,1170.0,0.621619088,P0_first_come,0,0.621619088,18-39,Z3,Z1,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1170.0,8.0,0.0,1,371,N9RH-workday-Z1-001,13,1170.0,1198.671425,1162.5184476666666,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
125-2026-07-07-L02,125,between_activities,shopping,1170.0,0.703708493,P0_first_come,0,0.703708493,18-39,Z7,Z8,False,percentage,percentage,False,coupon_unavailable,100.87,100.87,35.176,0.0,True,,1170.0,8.4,0.0,1,379,N9RH-workday-Z4-005,40,1170.0,1255.100774,1163.206578,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
2-2026-07-07-L02,2,return_home,return_home,1170.0,0.716409563,P0_first_come,0,0.716409563,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,21.27,21.27,5.693,0.0,True,,1170.0,10.667,0.0,2,377,N9RH-workday-Z6-002,28,1170.0,1196.1531889999999,1117.485929,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
116-2026-07-07-L02,116,return_home,return_home,1170.0,0.749578032,P0_first_come,0,0.749578032,18-39,Z1,Z2,False,percentage,percentage,False,coupon_unavailable,26.21,26.21,7.521,0.0,True,,1170.0,8.0,0.0,1,368,N9RH-workday-Z1-023,46,1170.0,1198.476041,1169.147983,43,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
592-2026-07-07-L02,592,return_home,return_home,1170.0,0.825683063,P0_first_come,0,0.825683063,40-59,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,19.01,19.01,4.854,0.0,True,,1170.0,10.667,0.0,1,378,N9RH-workday-Z6-003,28,1170.0,1193.822213,1055.97906,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
474-2026-07-07-L02,474,return_home,return_home,1170.0,0.908927999,P0_first_come,0,0.908927999,40-59,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,19.38,19.38,4.993,0.0,True,,1170.0,10.667,0.0,1,375,N9RH-workday-Z5-008,16,1170.0,1194.265553,0.0,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
321-2026-07-07-L01,321,outbound,shopping,1170.1833333333334,0.637563542,P0_first_come,0,0.637563542,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,17.36,17.36,4.245,0.0,True,,1170.1833333333334,10.667,0.0,1,381,N9RH-workday-Z5-009,13,1170.1833333333334,1192.5341993333334,0.0,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
199-2026-07-07-L02,199,between_activities,shopping,1176.65,0.380195301,P0_first_come,0,0.380195301,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,14.0,14.0,2.646,0.0,True,,1176.65,8.0,0.0,1,382,N9RH-workday-Z1-026,44,1176.65,1191.943271,1170.569448,43,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
668-2026-07-07-L02,668,between_activities,shopping,1176.65,0.383549161,P0_first_come,0,0.383549161,40-59,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,14.0,14.0,2.644,0.0,True,,1176.65,8.0,0.0,1,383,N9RH-workday-Z4-002,40,1176.65,1191.947494,1176.425685,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
380-2026-07-07-L02,380,between_activities,social_leisure,1180.85,0.151291774,P0_first_come,0,0.151291774,18-39,Z1,Z1,False,percentage,percentage,False,coupon_unavailable,19.25,19.25,4.944,0.0,True,,1180.85,8.0,0.0,1,384,N9RH-workday-Z1-027,43,1180.85,1201.3085899999999,0.0,42,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
310-2026-07-07-L02,310,between_activities,shopping,1183.1666666666667,0.134522673,P0_first_come,0,0.134522673,18-39,Z2,Z2,False,percentage,percentage,False,coupon_unavailable,17.71,17.71,4.374,0.0,True,,1183.1666666666667,8.0,0.0,1,385,N9RH-workday-Z1-020,26,1183.1666666666667,1201.8587916666668,1141.719182,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
182-2026-07-07-L02,182,between_activities,social_leisure,1194.6,0.096607682,P0_first_come,0,0.096607682,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,25.57,25.57,7.287,0.0,True,,1194.6,10.667,0.0,1,386,N9RH-workday-Z1-002,30,1194.6,1220.0393069999998,1192.0577046666665,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
178-2026-07-07-L02,178,between_activities,social_leisure,1196.95,0.90614752,P0_first_come,0,0.90614752,18-39,Z4,Z2,False,percentage,percentage,False,coupon_unavailable,62.55,62.55,20.98,0.0,True,,1196.95,10.667,0.0,1,387,N9RH-workday-Z2-009,16,1196.95,1250.155113,1146.29228,15,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
146-2026-07-07-L02,146,between_activities,shopping,1197.7166666666667,0.733976465,P0_first_come,0,0.733976465,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,24.99,24.99,7.07,0.0,True,,1197.7166666666667,8.0,0.0,1,388,N9RH-workday-Z1-010,41,1197.7166666666667,1220.0547116666667,1195.0184259999999,40,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
382-2026-07-07-L02,382,return_home,return_home,1200.0,0.140012101,P0_first_come,0,0.140012101,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,35.18,35.18,10.843,0.0,True,,1200.0,8.0,0.0,2,397,N9RH-workday-Z4-002,40,1200.0,1229.920285,1191.947494,39,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
214-2026-07-07-L02,214,return_home,return_home,1200.0,0.230307231,P0_first_come,0,0.230307231,18-39,Z9,Z9,False,percentage,percentage,False,coupon_unavailable,24.54,24.54,6.903,0.0,True,,1200.0,16.0,0.0,1,399,N9RH-workday-Z6-004,10,1200.0,1229.952361,1184.510824,9,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
209-2026-07-07-L03,209,return_home,return_home,1200.0,0.535789432,P0_first_come,0,0.535789432,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,15.56,15.56,3.577,0.0,True,,1200.0,8.0,0.0,1,398,N9RH-workday-Z4-007,40,1200.0,1215.228941,1091.305297,38,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
524-2026-07-07-L04,524,return_home,return_home,1200.0,0.542036574,P0_first_come,0,0.542036574,40-59,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,14.0,14.0,2.622,0.0,True,,1200.0,10.667,0.0,5,392,N9RH-workday-Z2-002,30,1200.0,1215.9699449999998,1173.582927,29,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
184-2026-07-07-L02,184,return_home,return_home,1200.0,0.575163733,P0_first_come,0,0.575163733,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,26.83,26.83,7.752,0.0,True,,1200.0,10.667,0.0,4,393,N9RH-workday-Z3-003,30,1200.0,1226.343318,1191.5228623333333,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
54-2026-07-07-L03,54,return_home,return_home,1200.0,0.57810525,P0_first_come,0,0.57810525,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,21.76,21.76,5.873,0.0,True,,1200.0,10.667,0.0,3,394,N9RH-workday-Z6-001,30,1200.0,1222.546838,1174.232541,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
345-2026-07-07-L03,345,return_home,return_home,1200.0,0.580297304,P0_first_come,0,0.580297304,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,16.99,16.99,4.107,0.0,True,,1200.0,10.667,0.0,2,395,N9RH-workday-Z6-002,30,1200.0,1218.966986,1196.1531889999999,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
119-2026-07-07-L03,119,return_home,return_home,1200.0,0.61050351,P0_first_come,0,0.61050351,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1200.0,8.0,0.0,1,390,N9RH-workday-Z1-012,28,1200.0,1228.536531,1191.2391903333332,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
70-2026-07-07-L02,70,return_home,return_home,1200.0,0.620121768,P0_first_come,0,0.620121768,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,34.6,34.6,10.629,0.0,True,,1200.0,10.667,0.0,1,396,N9RH-workday-Z6-003,30,1200.0,1232.15165,1193.822213,25,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
650-2026-07-07-L02,650,return_home,return_home,1200.0,0.740678622,P0_first_come,0,0.740678622,40-59,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,36.97,36.97,11.508,0.0,True,,1200.0,10.667,0.0,1,391,N9RH-workday-Z2-022,15,1200.0,1233.9337659999999,1086.624108,14,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
681-2026-07-07-L03,681,return_home,return_home,1200.0,0.781475027,P0_first_come,0,0.781475027,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1200.0,8.0,0.0,1,389,N9RH-workday-Z1-001,45,1200.0,1223.442288,1198.671425,44,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
181-2026-07-07-L02,181,between_activities,social_leisure,1200.2166666666667,0.016313305,P0_first_come,0,0.016313305,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,18.07,18.07,4.506,0.0,True,,1200.2166666666667,10.667,0.0,1,400,N9RH-workday-Z6-007,25,1200.2166666666667,1219.9998606666666,1096.8983819999999,24,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
319-2026-07-07-L02,319,between_activities,social_leisure,1208.2333333333333,0.262138523,P0_first_come,0,0.262138523,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,35.22,35.22,10.86,0.0,True,,1208.2333333333333,10.667,0.0,1,401,N9RH-workday-Z6-008,24,1208.2333333333333,1240.8728173333332,1091.177573,23,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
298-2026-07-07-L02,298,between_activities,shopping,1211.3166666666666,0.746834158,P0_first_come,0,0.746834158,18-39,Z3,Z6,False,percentage,percentage,False,coupon_unavailable,46.89,46.89,15.181,0.0,True,,1211.3166666666666,8.0,0.0,1,402,N9RH-workday-Z1-004,14,1211.3166666666666,1250.0351486666666,1177.114394,13,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
365-2026-07-07-L02,365,between_activities,shopping,1220.0,0.941249256,P0_first_come,0,0.941249256,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,19.29,19.29,4.959,0.0,True,,1220.0,8.0,0.0,1,403,N9RH-workday-Z4-007,39,1220.0,1238.035598,1215.228941,38,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
10-2026-07-07-L02,10,between_activities,social_leisure,1221.1666666666667,0.921162443,P0_first_come,0,0.921162443,18-39,Z3,Z5,False,percentage,percentage,False,coupon_unavailable,73.82,73.82,25.154,0.0,True,,1221.1666666666667,8.0,0.0,1,404,N9RH-workday-Z1-006,13,1221.1666666666667,1280.0802836666667,1177.782035,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
221-2026-07-07-L02,221,between_activities,visit,1221.3,0.560925967,P0_first_come,0,0.560925967,18-39,Z7,Z7,False,percentage,percentage,False,coupon_unavailable,32.2,32.2,9.742,0.0,True,,1221.3,8.0,0.0,1,405,N9RH-workday-Z1-010,39,1221.3,1249.02127,1220.0547116666667,38,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
100-2026-07-07-L02,100,between_activities,shopping,1225.0833333333333,0.055484209,P0_first_come,0,0.055484209,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,23.92,23.92,6.674,0.0,True,,1225.0833333333333,10.667,0.0,1,406,N9RH-workday-Z1-002,29,1225.0833333333333,1249.263016333333,1220.0393069999998,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
321-2026-07-07-L02,321,return_home,return_home,1230.0,0.029037655,P0_first_come,0,0.029037655,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,17.36,17.36,4.245,0.0,True,,1230.0,10.667,0.0,5,414,N9RH-workday-Z1-025,22,1230.0,1249.253682,1229.968576,21,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
387-2026-07-07-L02,387,return_home,return_home,1230.0,0.0934731,P0_first_come,0,0.0934731,18-39,Z2,Z8,False,percentage,percentage,False,coupon_unavailable,33.32,33.32,10.155,0.0,True,,1230.0,8.0,0.0,1,408,N9RH-workday-Z1-018,28,1230.0,1258.53226,1198.397845,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
164-2026-07-07-L02,164,return_home,return_home,1230.0,0.135952575,P0_first_come,0,0.135952575,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,28.03,28.03,8.198,0.0,True,,1230.0,10.667,0.0,4,419,N9RH-workday-Z2-002,29,1230.0,1257.255492,1215.9699449999998,28,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
495-2026-07-07-L03,495,return_home,return_home,1230.0,0.161692197,P0_first_come,0,0.161692197,40-59,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,17.15,17.15,4.167,0.0,True,,1230.0,10.667,0.0,4,415,N9RH-workday-Z3-001,22,1230.0,1249.088145,1196.141388,20,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
334-2026-07-07-L03,334,return_home,return_home,1230.0,0.215977885,P0_first_come,0,0.215977885,18-39,Z7,Z4,False,percentage,percentage,False,coupon_unavailable,50.03,50.03,16.345,0.0,True,,1230.0,8.0,0.0,1,423,N9RH-workday-Z4-002,39,1230.0,1271.044279,1229.920285,38,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
691-2026-07-07-L03,691,return_home,return_home,1230.0,0.228841918,P0_first_come,0,0.228841918,40-59,Z1,Z3,False,percentage,percentage,False,coupon_unavailable,26.52,26.52,7.637,0.0,True,,1230.0,8.0,0.0,1,407,N9RH-workday-Z1-022,45,1230.0,1253.462474,1190.602782,44,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
247-2026-07-07-L02,247,return_home,return_home,1230.0,0.295810305,P0_first_come,0,0.295810305,18-39,Z3,Z3,False,percentage,percentage,False,coupon_unavailable,20.81,20.81,5.524,0.0,True,,1230.0,8.0,0.0,2,409,N9RH-workday-Z1-001,13,1230.0,1249.167504,1223.442288,12,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
265-2026-07-07-L02,265,return_home,return_home,1230.0,0.316913614,P0_first_come,0,0.316913614,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,28.06,28.06,8.209,0.0,True,,1230.0,10.667,0.0,3,416,N9RH-workday-Z5-001,22,1230.0,1257.259932,1203.275694,19,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
27-2026-07-07-L03,27,return_home,return_home,1230.0,0.335377841,P0_first_come,0,0.335377841,18-39,Z5,Z5,False,percentage,percentage,False,coupon_unavailable,16.8,16.8,4.038,0.0,True,,1230.0,10.667,0.0,2,417,N9RH-workday-Z5-003,22,1230.0,1248.833561,1203.118376,18,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
231-2026-07-07-L02,231,return_home,return_home,1230.0,0.42784444,P0_first_come,0,0.42784444,18-39,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,25.76,25.76,7.355,0.0,True,,1230.0,10.667,0.0,3,420,N9RH-workday-Z2-019,29,1230.0,1255.548642,1208.669703,27,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
84-2026-07-07-L02,84,return_home,return_home,1230.0,0.440322907,P0_first_come,0,0.440322907,18-39,Z3,Z2,False,percentage,percentage,False,coupon_unavailable,46.83,46.83,15.158,0.0,True,,1230.0,8.0,0.0,1,410,N9RH-workday-Z1-007,13,1230.0,1268.653069,1048.345364,11,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
19-2026-07-07-L02,19,return_home,return_home,1230.0,0.755112099,P0_first_come,0,0.755112099,18-39,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,24.86,24.86,7.023,0.0,True,,1230.0,10.667,0.0,3,411,N9RH-workday-Z1-003,17,1230.0,1254.871596,1214.105879,16,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
476-2026-07-07-L03,476,return_home,return_home,1230.0,0.825484785,P0_first_come,0,0.825484785,40-59,Z6,Z6,False,percentage,percentage,False,coupon_unavailable,16.47,16.47,3.913,0.0,True,,1230.0,10.667,0.0,2,421,N9RH-workday-Z3-003,29,1230.0,1248.5866179999998,1226.343318,26,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
429-2026-07-07-L02,429,return_home,return_home,1230.0,0.828659244,P0_first_come,0,0.828659244,40-59,Z4,Z4,False,percentage,percentage,False,coupon_unavailable,25.82,25.82,7.376,0.0,True,,1230.0,10.667,0.0,2,412,N9RH-workday-Z1-005,17,1230.0,1255.572802,1202.19887,15,W2,C4_public_goods,API_interdependent_city_mobility_1000,workday
