agent_id,day_type,age_group,digital_access,family_assistance,nondigital_unassisted,coupon_policy,coupon_eligible,coupon_reached,coupon_participated,coupon_awarded,public_coupon_participated,elder_reserve_reached,coupon_pool_type,coupon_allocation_rank,coupon_access_channel,public_participation_probability,public_participation_draw,public_dispatch_rank,elder_reserve_rank,community_phone_covered,community_phone_coverage_draw,pg_official_parent_agent_class,pg_adapter_agent_class,pg_num_rounds,pg_initial_endowment,pg_public_pool_multiplier,pg_round_contributions,pg_final_contribution,pg_total_contribution,pg_cumulative_payoff,pg_need_score,pg_cooperation_score,pg_priority_score,pg_peer_feedback_source_count,pg_peer_signal_round_2,pg_peer_signal_round_3,pg_linked_decision,pg_physical_coupon_pool,pg_coupons_created_by_multiplier,pg_allocation_reason,pg_api_round_one_called,pg_api_round_one_succeeded,pg_api_contribution_tokens,pg_api_response_source
841,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,74,family_proxy,0.45,0.20774842622496964,0.9022421404121912,,False,0.2357916562811191,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
842,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.6870088722897378,,,False,0.663879521202938,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
843,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.8327577151325332,,,False,0.42909426254130784,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,not_reached,False,False,,not_selected_test_only
844,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.6503016306360321,,,False,0.007317327940954649,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
845,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.49238085335415116,,,False,0.7882920130591218,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
846,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.7663113677595639,,,False,0.6612303855810655,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
847,workday,60+,False,False,True,C4_public_goods,True,True,True,True,True,False,public_goods,80,community_phone,0.45,0.06947145057765661,0.335096368949099,,True,0.2966431051982326,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,10|12|13,13,35,89.725402,0.7,0.583333,0.659167,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,10,live_api
848,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.7221384913842201,,,False,0.5185916020295497,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
849,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,66,digital_self,0.45,0.3213280279808702,0.8624828573997189,,False,0.39280740301680495,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
850,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.9110725789756093,,,False,0.28555869038928616,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
851,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.5531046843184855,,,False,0.6452470532358715,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
852,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.916021266343112,,,False,0.3079813045607936,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
853,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5205706925257263,,,False,0.6598276564885878,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
854,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.756473744482383,,,False,0.750627521664442,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
855,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.460037980206145,,,False,0.5935179050691545,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,not_reached,False,False,,not_selected_test_only
856,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.9951677535424079,,,False,0.05688479401979723,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
857,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.6332547168534586,,,False,0.6710955623257543,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
858,workday,60+,False,False,True,C4_public_goods,True,True,True,True,True,False,public_goods,7,community_phone,0.45,0.2106343772120323,0.366036514691408,,True,0.39137491218258247,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.7,0.95,0.7875,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
859,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.9986185506695016,,,False,0.6993554506253411,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
860,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.9761219354067924,,,False,0.156484150714702,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
861,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,88,family_proxy,0.45,0.35968130427300127,0.6264232866884899,,False,0.9630474985246577,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,10|12|13,13,35,89.725402,0.55,0.583333,0.561667,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,10,live_api
862,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,32,family_proxy,0.45,0.335478234473045,0.47396986294689475,,False,0.45341997428664066,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
863,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.9949002072781572,,,False,0.5713921623142368,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
864,workday,60+,False,False,True,C4_public_goods,True,True,True,True,True,False,public_goods,6,community_phone,0.45,0.12248178283416676,0.27979975505639904,,True,0.11336457872539023,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.7,0.95,0.7875,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
865,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5867750542724156,,,False,0.4044189822456659,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
866,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.7517097478620391,,,False,0.4181628880211951,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
867,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.62937002788024,,,False,0.08183316599329775,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
868,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.8894882928890137,,,False,0.4351729188040239,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
869,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.520810660613117,,,False,0.3093135485506808,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
870,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,1,digital_self,0.45,0.2428663299787273,0.0007148387406049652,,False,0.4514108564500442,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.75,0.95,0.82,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
871,workday,60+,False,False,True,C4_public_goods,True,True,False,False,False,False,,,community_phone,0.45,0.8472529161472921,,,True,0.1305933917511511,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
872,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,70,family_proxy,0.45,0.2899328881191174,0.8793644017312783,,False,0.47790354567043203,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
873,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,38,digital_self,0.45,0.31603558824993105,0.5515152043531827,,False,0.8325102142038294,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
874,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,68,digital_self,0.45,0.22466526449197144,0.8707797087909934,,False,0.9749485760603385,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
875,workday,60+,False,False,True,C4_public_goods,True,True,True,True,True,False,public_goods,81,community_phone,0.45,0.14661582288830702,0.42071527834949696,,True,0.20701072173461418,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,10|12|13,13,35,89.725402,0.7,0.583333,0.659167,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,10,live_api
876,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.8758161653931753,,,False,0.383889751671625,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
877,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,65,digital_self,0.45,0.05051561961252937,0.8525544878752971,,False,0.7379519690176474,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
878,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.4622071663410111,,,False,0.7669361813309915,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,not_reached,False,False,,not_selected_test_only
879,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5317576195494055,,,False,0.20517951939327636,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
880,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.7899146307068834,,,False,0.6387867525403393,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,not_reached,False,False,,not_selected_test_only
881,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.1476078937547863,,,False,0.8631081354189388,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,not_reached,False,False,,not_selected_test_only
882,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,20,family_proxy,0.45,0.2735441300343515,0.16732471302709884,,False,0.5509358343524319,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
883,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,58,digital_self,0.45,0.09457755999382962,0.7680246827422003,,False,0.11700196954093812,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
884,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,62,family_proxy,0.45,0.21678398858014697,0.8232945383861913,,False,0.8845126409322944,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
885,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5127013232473632,,,False,0.07035159866269897,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
886,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,40,digital_self,0.45,0.3105811995306132,0.5632481477026855,,False,0.5614079233607083,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
887,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,49,family_proxy,0.45,0.19617072179922163,0.6495760012935903,,False,0.9739989294819945,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
888,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.6358218138790803,,,False,0.235413767768288,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
889,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.8648135682455621,,,False,0.18457708630388403,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
890,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,25,family_proxy,0.45,0.33135879292094045,0.2841273282162052,,False,0.5441844857902205,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
891,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,14,digital_self,0.45,0.18451799948489397,0.07792750751538718,,False,0.594192736805975,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
892,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.8609387052702514,,,False,0.37495104937663687,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
893,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.46528559761469296,,,False,0.4565469241333606,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
894,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,67,digital_self,0.45,0.03346568456078792,0.8652561356054538,,False,0.4428449243804559,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
895,workday,60+,False,False,True,C4_public_goods,False,False,False,False,False,False,,,none,0.45,0.6748414280206856,,,False,0.9684739555004026,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,not_reached,False,False,,not_selected_test_only
896,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.7669980734665145,,,False,0.43861538756879614,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
897,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.7553996510004076,,,False,0.3243856755532376,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
898,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,2,digital_self,0.45,0.1542874356202238,0.25778971252157923,,False,0.7269870048823296,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.75,0.95,0.82,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
899,workday,60+,True,True,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.5995791388009918,,,False,0.7197755879669563,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
900,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,21,digital_self,0.45,0.3437129800403468,0.17543249271564793,,False,0.9385900416599344,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
901,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.5071481602764738,,,False,0.41712962104321355,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
902,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.9978128631244919,,,False,0.01684587618600584,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
903,workday,60+,True,False,False,C4_public_goods,True,True,False,False,False,False,,,digital_self,0.45,0.757079754271014,,,False,0.1802564211791081,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
904,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,92,digital_self,0.45,0.23146319676655436,0.8610132424404668,,False,0.4951385382423481,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,10|12|13,13,35,89.725402,0.55,0.583333,0.561667,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,10,live_api
905,workday,60+,False,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,71,family_proxy,0.45,0.050419391142952845,0.8806674488212587,,False,0.09191490971963981,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
906,workday,60+,True,True,False,C4_public_goods,True,True,True,True,True,False,public_goods,27,digital_self,0.45,0.24052717272274574,0.35713807999725256,,False,0.6123527695479404,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
907,workday,60+,True,False,False,C4_public_goods,True,True,True,True,True,False,public_goods,13,digital_self,0.45,0.3350707540036373,0.05592037654412895,,False,0.9797043093127933,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,20|18|19,19,57,67.725402,0.55,0.95,0.69,621,0.807484,0.848473,True,200,0,need_and_cooperation_priority,True,True,20,live_api
908,workday,60+,False,True,False,C4_public_goods,True,True,False,False,False,False,,,family_proxy,0.45,0.6013825419512194,,,False,0.37689733183719204,agentsociety2.contrib.agent.PublicGoodsAgent,integrations.agentsociety.coupon_public_goods_agent.CouponPublicGoodsAgent,3,20,1.6,,0,0,0,0.0,0.0,0.0,0,,,False,200,0,did_not_participate,False,False,,not_selected_test_only
