policy,weather_scenario,metric,seed_count,mean,std_dev,median,minimum,maximum
C3_mixed,W0,mean_road_speed_kmh,10,17.5909,0.438333,17.663,17.026,18.172
C3_mixed,W0,total_outdoor_exposure_minutes,10,2028.2116,125.430917,2059.26,1831.614,2246.862
C3_mixed,W0,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0
C3_mixed,W2,coupon_reached,10,48.4,0.843274,48.0,47.0,50.0
C3_mixed,W2,coupon_participated,10,32.3,2.311805,32.0,28.0,36.0
C3_mixed,W2,coupon_awarded,10,10.0,0.0,10.0,10.0,10.0
C3_mixed,W2,coupon_redeemed,10,2.4,1.577621,2.5,0.0,4.0
C3_mixed,W2,coupon_induced_requests,10,1.1,1.595131,0.5,0.0,5.0
C3_mixed,W2,coupon_subsidy_yuan,10,16.307,11.262735,18.775,0.0,32.48
C3_mixed,W2,ride_hailing_requests,10,14.1,2.806738,14.0,9.0,19.0
C3_mixed,W2,successful_ride_hailing_requests,10,12.6,2.366432,12.5,9.0,17.0
C3_mixed,W2,ride_hailing_failed,10,1.5,2.223611,0.5,0.0,6.0
C3_mixed,W2,mean_ride_hailing_wait_minutes_per_request,10,11.940779,1.596521,12.046044,9.515182,14.478067
C3_mixed,W2,fallback_attempts,10,1.5,2.223611,0.5,0.0,6.0
C3_mixed,W2,fallback_succeeded,10,1.5,2.223611,0.5,0.0,6.0
C3_mixed,W2,transport_unmet,10,0.0,0.0,0.0,0.0,0.0
C3_mixed,W2,mandatory_activity_incomplete,10,1.2,0.918937,1.0,0.0,3.0
C3_mixed,W2,activity_completion_rate,10,0.948703,0.025632,0.942852,0.913793,1.0
C3_mixed,W2,necessary_activity_completion_rate,10,0.967828,0.024418,0.972973,0.921053,1.0
C3_mixed,W2,walking_mode_share,10,0.007275,0.006991,0.010105,0.0,0.020619
C3_mixed,W2,bus_mode_share,10,0.362373,0.058488,0.347881,0.295455,0.465347
C3_mixed,W2,metro_mode_share,10,0.4961,0.048734,0.512981,0.419355,0.546392
C3_mixed,W2,ride_hailing_mode_share,10,0.134252,0.029879,0.135816,0.089109,0.188889
C3_mixed,W2,mean_total_travel_time,10,63.9399,2.459342,63.5215,60.449,68.302
C3_mixed,W2,mean_road_speed_kmh,10,17.1189,0.781666,17.252,16.104,18.403
C3_mixed,W2,total_outdoor_exposure_minutes,10,2058.1843,145.918684,2001.989,1897.253,2315.783
C3_mixed,W2,total_heat_risk_burden,10,0.0,0.0,0.0,0.0,0.0
