seed,policy,weather_scenario,day_type,group,agent_count,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_induced_requests,coupon_subsidy_yuan,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,total_outdoor_exposure_minutes,total_heat_risk_burden
55,C2_elder_limited,W2,workday,60+_digital,6,6,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,3,0,276.02,0.0
55,C2_elder_limited,W2,workday,60+_nondigital_assisted,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,218.625,0.0
55,C2_elder_limited,W2,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
55,C3_mixed,W0,workday,18-39,20,20,19,3,2,2,10.89,3,3,0,11.266667,0,0,1,0.944444,0,16,24,3,897.782,0.0
55,C3_mixed,W0,workday,40-59,17,17,13,2,0,0,0.0,1,1,0,7.591,0,0,1,0.9375,0,18,15,1,689.775,0.0
55,C3_mixed,W0,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,1,0,247.772,0.0
55,C3_mixed,W0,workday,60+_nondigital_assisted,6,6,2,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,219.415,0.0
55,C3_mixed,W0,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,61.714,0.0
55,C3_mixed,W2,workday,18-39,20,20,19,3,3,1,20.9,6,6,0,10.568167,0,0,2,0.888889,0,7,29,6,950.69,0.0
55,C3_mixed,W2,workday,40-59,17,17,13,2,1,1,5.62,3,3,0,9.697,0,0,0,1.0,0,11,18,3,673.397,0.0
55,C3_mixed,W2,workday,60+_digital,6,6,2,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,3,0,276.02,0.0
55,C3_mixed,W2,workday,60+_nondigital_assisted,6,6,2,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,2,0,218.625,0.0
55,C3_mixed,W2,workday,60+_nondigital_unassisted,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,2,0,0,44.0,0.0
56,C0_no_coupon,W0,workday,18-39,20,0,0,0,0,0,0.0,6,6,0,11.055667,0,0,0,1.0,0,19,19,6,847.06,0.0
56,C0_no_coupon,W0,workday,40-59,17,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.9375,1,22,10,0,610.683,0.0
56,C0_no_coupon,W0,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C0_no_coupon,W0,workday,60+_nondigital_assisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,156.857,0.0
56,C0_no_coupon,W0,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C0_no_coupon,W2,workday,18-39,20,0,0,0,0,0,0.0,10,9,1,11.1834,1,0,1,0.944444,0,9,25,9,943.767,0.0
56,C0_no_coupon,W2,workday,40-59,17,0,0,0,0,0,0.0,4,4,0,17.469889,0,0,0,1.0,1,10,16,4,650.495,0.0
56,C0_no_coupon,W2,workday,60+_digital,6,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C0_no_coupon,W2,workday,60+_nondigital_assisted,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,157.357,0.0
56,C0_no_coupon,W2,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C1_public_limited,W0,workday,18-39,20,20,15,5,2,1,14.67,7,7,0,10.547714,0,0,0,1.0,0,18,19,7,842.06,0.0
56,C1_public_limited,W0,workday,40-59,17,17,12,2,1,1,6.64,1,1,0,13.333,0,0,1,0.9375,1,21,10,1,606.302,0.0
56,C1_public_limited,W0,workday,60+_digital,6,6,3,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C1_public_limited,W0,workday,60+_nondigital_assisted,5,5,5,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,156.857,0.0
56,C1_public_limited,W0,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C1_public_limited,W2,workday,18-39,20,20,15,5,2,0,14.67,10,9,1,11.1834,1,0,1,0.944444,0,9,25,9,943.767,0.0
56,C1_public_limited,W2,workday,40-59,17,17,12,2,1,0,6.64,4,4,0,17.469889,0,0,0,1.0,1,10,16,4,650.495,0.0
56,C1_public_limited,W2,workday,60+_digital,6,6,3,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C1_public_limited,W2,workday,60+_nondigital_assisted,5,5,5,2,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,157.357,0.0
56,C1_public_limited,W2,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C2_elder_limited,W0,workday,18-39,20,0,0,0,0,0,0.0,6,6,0,11.055667,0,0,0,1.0,0,19,19,6,847.06,0.0
56,C2_elder_limited,W0,workday,40-59,17,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.9375,1,22,10,0,610.683,0.0
56,C2_elder_limited,W0,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C2_elder_limited,W0,workday,60+_nondigital_assisted,5,5,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,156.857,0.0
56,C2_elder_limited,W0,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C2_elder_limited,W2,workday,18-39,20,0,0,0,0,0,0.0,10,9,1,11.1834,1,0,1,0.944444,0,9,25,9,943.767,0.0
56,C2_elder_limited,W2,workday,40-59,17,0,0,0,0,0,0.0,4,4,0,17.469889,0,0,0,1.0,1,10,16,4,650.495,0.0
56,C2_elder_limited,W2,workday,60+_digital,6,6,0,6,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C2_elder_limited,W2,workday,60+_nondigital_assisted,5,5,0,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,157.357,0.0
56,C2_elder_limited,W2,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C3_mixed,W0,workday,18-39,20,20,15,4,2,1,14.67,7,7,0,10.547714,0,0,0,1.0,0,18,19,7,842.06,0.0
56,C3_mixed,W0,workday,40-59,17,17,12,1,0,0,0.0,0,0,0,0.0,0,0,1,0.9375,1,22,10,0,610.683,0.0
56,C3_mixed,W0,workday,60+_digital,6,6,3,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C3_mixed,W0,workday,60+_nondigital_assisted,5,5,5,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,156.857,0.0
56,C3_mixed,W0,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
56,C3_mixed,W2,workday,18-39,20,20,15,4,2,0,14.67,10,9,1,11.1834,1,0,1,0.944444,0,9,25,9,943.767,0.0
56,C3_mixed,W2,workday,40-59,17,17,12,1,0,0,0.0,4,4,0,17.469889,0,0,0,1.0,1,10,16,4,650.495,0.0
56,C3_mixed,W2,workday,60+_digital,6,6,3,4,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,182.214,0.0
56,C3_mixed,W2,workday,60+_nondigital_assisted,5,5,5,1,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,7,1,0,157.357,0.0
56,C3_mixed,W2,workday,60+_nondigital_unassisted,2,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,3,0,0,39.8,0.0
