leg_id,agent_id,date,day,leg_role,activity_id,purpose,origin_zone,destination_zone,departure_time,planned_activity_start_time,earliest_feasible_departure,reliability_buffer_min,expected_arrival_time,actual_arrival_time,arrival_delay_minutes,on_time_arrival,activity_completed,metro_origin_accessible,metro_destination_accessible,origin_feeder_mode,destination_feeder_mode,bus_metro_transfer_count,feeder_bus_time_minutes,feeder_bus_wait_minutes,feeder_bus_access_minutes,feeder_bus_in_vehicle_minutes,feeder_bus_fare_yuan,metro_main_time_minutes,origin_feeder_total_time_minutes,origin_feeder_access_minutes,origin_feeder_wait_minutes,destination_feeder_total_time_minutes,destination_feeder_access_minutes,destination_feeder_wait_minutes,final_attempt_departure_time,primary_mode,primary_failed,primary_failure_reason,fallback_attempted,fallback_succeeded,final_mode,transport_succeeded,wait_minutes,failed_attempt_consumed_minutes,cumulative_wait_minutes,access_time_min,transfer_time_min,in_vehicle_time_min,total_travel_time_min,fare_yuan,final_speed_kmh,scenario_vc,weather_type_at_departure,weather_scenario,day_type,policy,outdoor_exposure_minutes,heat_hazard_dose_c_min,age_vulnerability_weight,heat_risk_burden,rain_exposure_minutes
1-2026-07-07-L01,1,2026-07-07,Tuesday,outbound,activity-1-2026-07-07-002,work,Z3,Z1,2026-07-07 08:20:14.049240,2026-07-07 09:30:00,2026-07-07 07:30:00,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,False,False,bus,bus,2,37.174,8.0,16.0,13.174,4.0,17.592,18.587,8.0,4.0,18.587,8.0,4.0,2026-07-07 08:20:14.049240,metro,False,,False,False,metro,True,12.5,0.0,12.5,16.0,10.0,26.266,64.766,8.0,24.984,,normal,W0,workday,P0_no_policy,28.5,0.0,1.0,0.0,0.0
1-2026-07-07-L02,1,2026-07-07,Tuesday,return_home,activity-1-2026-07-07-002,return_home,Z1,Z3,2026-07-07 19:30:00,,,8.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,16.427,26.427,26.52,27.896,0.681928,normal,W0,workday,P0_no_policy,8.0,0.0,1.0,0.0,0.0
10-2026-07-07-L01,10,2026-07-07,Tuesday,outbound,activity-10-2026-07-07-003,work,Z5,Z3,2026-07-07 08:24:47.123760,2026-07-07 10:00:00,2026-07-07 08:00:00,5.0,2026-07-07 09:55:00,2026-07-07 09:55:00,0.0,True,True,False,True,bus,walk,1,28.693,5.714,12.0,10.979,2.0,56.522,28.693,12.0,5.714,0.0,0.0,0.0,2026-07-07 08:24:47.123760,metro,False,,False,False,metro,True,11.114,0.0,11.114,20.0,5.0,54.101,90.215,7.0,30.947,,normal,W0,workday,P0_no_policy,31.114,0.0,1.0,0.0,0.0
10-2026-07-07-L02,10,2026-07-07,Tuesday,between_activities,activity-10-2026-07-07-004,social_leisure,Z3,Z5,2026-07-07 20:00:00,2026-07-07 21:30:00,2026-07-07 20:00:00,10.0,2026-07-07 21:53:15.255840,2026-07-07 21:53:15.255840,23.254,False,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:00:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,10.0,0.0,92.254,113.254,2.0,17.996,0.313333,normal,W0,workday,P0_no_policy,21.0,0.0,1.0,0.0,0.0
10-2026-07-07-L03,10,2026-07-07,Tuesday,return_home,activity-10-2026-07-07-004,return_home,Z5,Z5,2026-07-07 22:30:00,,,3.0,,,,,,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 22:30:00,walk,False,,False,False,walk,True,0.0,0.0,0.0,0.0,0.0,53.625,53.625,0.0,4.8,,normal,W0,workday,P0_no_policy,53.625,0.0,1.0,0.0,0.0
11-2026-07-07-L01,11,2026-07-07,Tuesday,outbound,activity-11-2026-07-07-004,work,Z5,Z7,2026-07-07 07:59:35.400000,2026-07-07 09:00:00,2026-07-07 07:00:00,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,55.41,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:59:35.400000,metro,False,,False,False,metro,True,6.048,0.0,6.048,20.0,0.0,29.362,55.41,5.0,35.0,,normal,W0,workday,P0_no_policy,26.048,0.0,1.0,0.0,0.0
11-2026-07-07-L02,11,2026-07-07,Tuesday,return_home,activity-11-2026-07-07-004,return_home,Z7,Z5,2026-07-07 17:00:00,,,5.0,,,,,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,52.482,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,metro,False,,False,False,metro,True,3.12,0.0,3.12,20.0,0.0,29.362,52.482,5.0,35.0,,normal,W0,workday,P0_no_policy,23.12,0.0,1.0,0.0,0.0
12-2026-07-07-L01,12,2026-07-07,Tuesday,outbound,activity-12-2026-07-07-002,work,Z5,Z7,2026-07-07 06:13:02.921160,2026-07-07 08:00:00,2026-07-07 06:00:00,10.0,2026-07-07 07:49:43.335060,2026-07-07 07:49:43.335060,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 06:13:02.921160,bus,False,,False,False,bus,True,15.714,0.0,15.714,10.0,0.0,70.959,96.674,2.0,15.931,0.313333,normal,W0,workday,P0_no_policy,25.714,0.0,1.0,0.0,0.0
12-2026-07-07-L02,12,2026-07-07,Tuesday,return_home,activity-12-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:00:00,,,5.0,,,,,,True,False,walk,bus,1,28.65,5.714,12.0,10.936,2.0,40.482,0.0,0.0,0.0,28.65,12.0,5.714,2026-07-07 17:00:00,metro,False,,False,False,metro,True,8.834,0.0,8.834,20.0,5.0,40.298,74.132,7.0,29.596,,normal,W0,workday,P0_no_policy,28.834,0.0,1.0,0.0,0.0
13-2026-07-07-L01,13,2026-07-07,Tuesday,outbound,activity-13-2026-07-07-002,work,Z2,Z2,2026-07-07 07:53:20.700000,2026-07-07 08:30:00,2026-07-07 06:30:00,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,31.655,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:53:20.700000,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,0.0,11.155,31.655,4.0,35.0,,normal,W0,workday,P0_no_policy,20.5,0.0,1.0,0.0,0.0
13-2026-07-07-L02,13,2026-07-07,Tuesday,between_activities,activity-13-2026-07-07-003,shopping,Z2,Z2,2026-07-07 19:28:23.262540,2026-07-07 20:00:00,2026-07-07 18:00:00,8.0,2026-07-07 19:52:00,2026-07-07 19:52:00,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:28:23.262540,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,13.612,23.612,22.99,27.896,0.681928,normal,W0,workday,P0_no_policy,8.0,0.0,1.0,0.0,0.0
13-2026-07-07-L03,13,2026-07-07,Tuesday,return_home,activity-13-2026-07-07-003,return_home,Z2,Z2,2026-07-07 21:00:00,,,8.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 21:00:00,ride_hailing,False,,False,False,ride_hailing,True,8.0,0.0,8.0,2.0,0.0,8.273,18.273,18.18,32.992,0.313889,normal,W0,workday,P0_no_policy,8.0,0.0,1.0,0.0,0.0
14-2026-07-07-L01,14,2026-07-07,Tuesday,outbound,activity-14-2026-07-07-003,work,Z6,Z6,2026-07-07 08:50:30.886980,2026-07-07 10:00:00,2026-07-07 08:00:00,10.0,2026-07-07 09:49:59.630760,2026-07-07 09:49:59.630760,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:50:30.886980,bus,False,,False,False,bus,True,5.714,0.0,5.714,12.0,0.0,41.764,59.479,2.0,15.102,0.925,normal,W0,workday,P0_no_policy,17.714,0.0,1.0,0.0,0.0
14-2026-07-07-L02,14,2026-07-07,Tuesday,return_home,activity-14-2026-07-07-003,return_home,Z6,Z6,2026-07-07 18:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,True,5.714,0.0,5.714,12.0,0.0,41.682,59.397,2.0,15.131,0.944444,normal,W0,workday,P0_no_policy,17.714,0.0,1.0,0.0,0.0
15-2026-07-07-L01,15,2026-07-07,Tuesday,outbound,activity-15-2026-07-07-002,work,Z7,Z1,2026-07-07 08:48:54.690780,2026-07-07 10:00:00,2026-07-07 08:00:00,5.0,2026-07-07 09:55:00,2026-07-07 09:55:00,0.0,True,True,False,True,bus,walk,1,18.588,4.0,8.0,6.588,2.0,42.5,18.588,8.0,4.0,0.0,0.0,0.0,2026-07-07 08:48:54.690780,metro,False,,False,False,metro,True,8.5,0.0,8.5,16.0,5.0,36.588,66.088,7.0,31.403,,normal,W0,workday,P0_no_policy,24.5,0.0,1.0,0.0,0.0
15-2026-07-07-L02,15,2026-07-07,Tuesday,return_home,activity-15-2026-07-07-002,return_home,Z1,Z7,2026-07-07 18:30:00,,,5.0,,,,,,True,False,walk,bus,1,19.322,4.8,8.0,6.522,2.0,42.5,0.0,0.0,0.0,19.322,8.0,4.8,2026-07-07 18:30:00,metro,False,,False,False,metro,True,9.3,0.0,9.3,16.0,5.0,36.522,66.822,7.0,31.461,,normal,W0,workday,P0_no_policy,25.3,0.0,1.0,0.0,0.0
16-2026-07-07-L01,16,2026-07-07,Tuesday,outbound,activity-16-2026-07-07-002,work,Z1,Z3,2026-07-07 08:53:21.951960,2026-07-07 09:30:00,2026-07-07 07:30:00,8.0,2026-07-07 09:22:00,2026-07-07 09:22:00,0.0,True,True,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:53:21.951960,ride_hailing,False,,False,False,ride_hailing,True,10.0,0.0,10.0,2.0,0.0,16.634,28.634,26.52,27.548,0.925,normal,W0,workday,P0_no_policy,10.0,0.0,1.0,0.0,0.0
16-2026-07-07-L02,16,2026-07-07,Tuesday,between_activities,activity-16-2026-07-07-003,visit,Z3,Z5,2026-07-07 18:33:05.047680,2026-07-07 20:00:00,2026-07-07 18:30:00,5.0,2026-07-07 19:55:00,2026-07-07 19:55:00,0.0,True,True,False,True,bus,walk,1,18.594,4.0,8.0,6.594,2.0,58.322,18.594,8.0,4.0,0.0,0.0,0.0,2026-07-07 18:33:05.047680,metro,False,,False,False,metro,True,7.2,0.0,7.2,20.0,5.0,49.716,81.916,7.0,32.349,,normal,W0,workday,P0_no_policy,27.2,0.0,1.0,0.0,0.0
16-2026-07-07-L03,16,2026-07-07,Tuesday,return_home,activity-16-2026-07-07-003,return_home,Z5,Z1,2026-07-07 22:00:00,,,5.0,,,,,,True,False,walk,bus,1,24.501,11.0,8.0,5.501,2.0,84.414,0.0,0.0,0.0,24.501,8.0,11.0,2026-07-07 22:00:00,metro,False,,False,False,metro,True,18.2,0.0,18.2,20.0,14.0,61.715,113.915,8.0,33.484,,normal,W0,workday,P0_no_policy,38.2,0.0,1.0,0.0,0.0
17-2026-07-07-L01,17,2026-07-07,Tuesday,outbound,activity-17-2026-07-07-003,work,Z8,Z2,2026-07-07 08:42:11.520000,2026-07-07 09:30:00,2026-07-07 07:30:00,5.0,2026-07-07 09:25:00,2026-07-07 09:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,42.808,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:42:11.520000,metro,False,,False,False,metro,True,5.4,0.0,5.4,20.0,0.0,17.408,42.808,4.0,35.001,,normal,W0,workday,P0_no_policy,25.4,0.0,1.0,0.0,0.0
17-2026-07-07-L02,17,2026-07-07,Tuesday,between_activities,activity-17-2026-07-07-004,shopping,Z2,Z2,2026-07-07 18:48:09.055740,2026-07-07 19:30:00,2026-07-07 17:30:00,10.0,2026-07-07 19:20:01.479480,2026-07-07 19:20:01.479480,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:48:09.055740,bus,False,,False,False,bus,True,4.03,0.0,4.03,8.0,0.0,19.844,31.874,2.0,15.18,0.694444,normal,W0,workday,P0_no_policy,12.03,0.0,1.0,0.0,0.0
17-2026-07-07-L03,17,2026-07-07,Tuesday,return_home,activity-17-2026-07-07-004,return_home,Z2,Z8,2026-07-07 21:00:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 21:00:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,10.0,0.0,37.243,58.243,2.0,17.996,0.313889,normal,W0,workday,P0_no_policy,21.0,0.0,1.0,0.0,0.0
18-2026-07-07-L01,18,2026-07-07,Tuesday,outbound,activity-18-2026-07-07-002,work,Z7,Z1,2026-07-07 07:20:26.627100,2026-07-07 08:30:00,2026-07-07 06:30:00,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,True,False,walk,bus,1,18.556,4.0,8.0,6.556,2.0,41.0,0.0,0.0,0.0,18.556,8.0,4.0,2026-07-07 07:20:26.627100,metro,False,,False,False,metro,True,7.0,0.0,7.0,16.0,5.0,36.556,64.556,7.0,31.431,,normal,W0,workday,P0_no_policy,23.0,0.0,1.0,0.0,0.0
18-2026-07-07-L02,18,2026-07-07,Tuesday,return_home,activity-18-2026-07-07-002,return_home,Z1,Z7,2026-07-07 18:00:00,,,5.0,,,,,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:00:00,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,0.0,30.0,50.5,5.0,35.0,,normal,W0,workday,P0_no_policy,20.5,0.0,1.0,0.0,0.0
19-2026-07-07-L01,19,2026-07-07,Tuesday,outbound,activity-19-2026-07-07-004,social_leisure,Z3,Z2,2026-07-07 09:01:59.232180,2026-07-07 10:30:00,2026-07-07 08:30:00,10.0,2026-07-07 10:20:02.027760,2026-07-07 10:20:02.027760,0.0,True,True,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:01:59.232180,bus,False,,False,False,bus,True,4.0,0.0,4.0,8.0,0.0,66.047,78.047,2.0,15.147,0.924444,normal,W0,workday,P0_no_policy,12.0,0.0,1.0,0.0,0.0
19-2026-07-07-L02,19,2026-07-07,Tuesday,return_home,activity-19-2026-07-07-004,return_home,Z2,Z3,2026-07-07 20:30:00,,,10.0,,,,,,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 20:30:00,bus,False,,False,False,bus,True,11.0,0.0,11.0,8.0,0.0,55.593,74.593,2.0,17.996,0.313333,normal,W0,workday,P0_no_policy,19.0,0.0,1.0,0.0,0.0
2-2026-07-07-L01,2,2026-07-07,Tuesday,outbound,activity-2-2026-07-07-003,work,Z7,Z7,2026-07-07 09:05:51.758640,2026-07-07 10:30:00,2026-07-07 08:30:00,10.0,2026-07-07 10:20:02.095020,2026-07-07 10:20:02.095020,0.0,True,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 09:05:51.758640,bus,False,,False,False,bus,True,4.0,0.0,4.0,8.0,0.0,62.172,74.172,2.0,15.155,0.924444,normal,W0,workday,P0_no_policy,12.0,0.0,1.0,0.0,0.0
2-2026-07-07-L02,2,2026-07-07,Tuesday,return_home,activity-2-2026-07-07-003,return_home,Z7,Z7,2026-07-07 19:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,True,4.8,0.0,4.8,8.0,0.0,55.028,67.828,2.0,17.122,0.681928,normal,W0,workday,P0_no_policy,12.8,0.0,1.0,0.0,0.0
20-2026-07-07-L01,20,2026-07-07,Tuesday,outbound,activity-20-2026-07-07-003,work,Z2,Z3,2026-07-07 09:15:29.668620,2026-07-07 10:30:00,2026-07-07 08:30:00,5.0,2026-07-07 10:25:00,2026-07-07 10:25:00,0.0,True,True,True,False,walk,bus,1,19.32,4.8,8.0,6.52,2.0,45.186,0.0,0.0,0.0,19.32,8.0,4.8,2026-07-07 09:15:29.668620,metro,False,,False,False,metro,True,8.0,0.0,8.0,16.0,13.0,32.506,69.506,6.0,31.025,,normal,W0,workday,P0_no_policy,24.0,0.0,1.0,0.0,0.0
20-2026-07-07-L02,20,2026-07-07,Tuesday,return_home,activity-20-2026-07-07-003,return_home,Z3,Z2,2026-07-07 18:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 18:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,8.0,0.0,66.102,78.102,2.0,15.135,0.944444,normal,W0,workday,P0_no_policy,12.0,0.0,1.0,0.0,0.0
21-2026-07-07-L01,21,2026-07-07,Tuesday,outbound,activity-21-2026-07-07-002,work,Z9,Z6,2026-07-07 08:30:00,2026-07-07 10:30:00,2026-07-07 08:30:00,10.0,2026-07-07 10:40:58.307100,2026-07-07 10:40:58.307100,10.972,False,True,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:30:00,bus,False,,False,False,bus,True,11.52,0.0,11.52,14.0,0.0,105.452,130.972,2.0,15.359,1.095,normal,W0,workday,P0_no_policy,25.52,0.0,1.1,0.0,0.0
21-2026-07-07-L02,21,2026-07-07,Tuesday,return_home,activity-21-2026-07-07-002,return_home,Z6,Z9,2026-07-07 19:30:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,True,7.131,0.0,7.131,14.0,0.0,91.625,112.757,2.0,17.677,0.761928,normal,W0,workday,P0_no_policy,21.131,0.0,1.1,0.0,0.0
22-2026-07-07-L01,22,2026-07-07,Tuesday,outbound,activity-22-2026-07-07-002,work,Z5,Z7,2026-07-07 07:29:35.400000,2026-07-07 08:30:00,2026-07-07 06:30:00,5.0,2026-07-07 08:25:00,2026-07-07 08:25:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,55.41,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:29:35.400000,metro,False,,False,False,metro,True,6.048,0.0,6.048,20.0,0.0,29.362,55.41,5.0,35.0,,normal,W0,workday,P0_no_policy,26.048,0.0,1.1,0.0,0.0
22-2026-07-07-L02,22,2026-07-07,Tuesday,return_home,activity-22-2026-07-07-002,return_home,Z7,Z5,2026-07-07 17:00:00,,,5.0,,,,,,True,False,walk,bus,1,28.65,5.714,12.0,10.936,2.0,40.482,0.0,0.0,0.0,28.65,12.0,5.714,2026-07-07 17:00:00,metro,False,,False,False,metro,True,8.834,0.0,8.834,20.0,5.0,40.298,74.132,7.0,29.596,,normal,W0,workday,P0_no_policy,28.834,0.0,1.1,0.0,0.0
24-2026-07-07-L01,24,2026-07-07,Tuesday,outbound,activity-24-2026-07-07-002,work,Z7,Z4,2026-07-07 07:54:33.665940,2026-07-07 09:30:00,2026-07-07 07:30:00,10.0,2026-07-07 09:20:00,2026-07-07 09:20:00,0.0,True,True,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:54:33.665940,bus,False,,False,False,bus,True,4.0,0.0,4.0,10.0,0.0,71.439,85.439,2.0,15.1,0.913333,normal,W0,workday,P0_no_policy,14.0,0.0,1.1,0.0,0.0
24-2026-07-07-L02,24,2026-07-07,Tuesday,return_home,activity-24-2026-07-07-002,return_home,Z4,Z7,2026-07-07 19:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,10.0,0.0,61.992,78.85,2.0,17.401,0.681928,normal,W0,workday,P0_no_policy,16.857,0.0,1.1,0.0,0.0
25-2026-07-07-L01,25,2026-07-07,Tuesday,outbound,activity-25-2026-07-07-002,work,Z7,Z7,2026-07-07 07:43:28.320000,2026-07-07 08:30:00,2026-07-07 06:30:00,5.0,2026-07-07 08:25:15.900000,2026-07-07 08:25:15.900000,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,41.793,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:43:28.320000,metro,False,,False,False,metro,True,4.236,0.0,4.236,16.0,0.0,21.557,41.793,4.0,35.0,,normal,W0,workday,P0_no_policy,20.236,0.0,1.1,0.0,0.0
25-2026-07-07-L02,25,2026-07-07,Tuesday,return_home,activity-25-2026-07-07-002,return_home,Z7,Z7,2026-07-07 17:30:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:30:00,bus,False,,False,False,bus,True,4.0,0.0,4.0,8.0,0.0,55.292,67.292,2.0,15.01,0.945,normal,W0,workday,P0_no_policy,12.0,0.0,1.1,0.0,0.0
26-2026-07-07-L01,26,2026-07-07,Tuesday,outbound,activity-26-2026-07-07-002,work,Z8,Z3,2026-07-07 08:15:17.303760,2026-07-07 10:00:00,2026-07-07 08:00:00,5.0,2026-07-07 09:55:02.880000,2026-07-07 09:55:02.880000,0.0,True,True,False,True,bus,walk,1,28.693,5.714,12.0,10.979,2.0,66.067,28.693,12.0,5.714,0.0,0.0,0.0,2026-07-07 08:15:17.303760,metro,False,,False,False,metro,True,11.114,0.0,11.114,20.0,14.273,54.373,99.76,7.0,30.967,,normal,W0,workday,P0_no_policy,31.114,0.0,1.1,0.0,0.0
26-2026-07-07-L02,26,2026-07-07,Tuesday,return_home,activity-26-2026-07-07-002,return_home,Z3,Z8,2026-07-07 19:30:00,,,5.0,,,,,,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,75.437,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:30:00,metro,False,,False,False,metro,True,3.2,0.0,3.2,20.0,8.843,43.394,75.437,5.0,35.0,,normal,W0,workday,P0_no_policy,23.2,0.0,1.1,0.0,0.0
27-2026-07-07-L01,27,2026-07-07,Tuesday,outbound,activity-27-2026-07-07-003,work,Z3,Z1,2026-07-07 07:04:20.358360,2026-07-07 08:00:00,2026-07-07 06:00:00,10.0,2026-07-07 07:50:00,2026-07-07 07:50:00,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:04:20.358360,bus,False,,False,False,bus,True,4.5,0.0,4.5,8.0,0.0,33.161,45.661,2.0,15.2,0.713333,normal,W0,workday,P0_no_policy,12.5,0.0,1.1,0.0,0.0
27-2026-07-07-L02,27,2026-07-07,Tuesday,return_home,activity-27-2026-07-07-003,return_home,Z1,Z3,2026-07-07 17:00:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,bus,False,,False,False,bus,True,4.5,0.0,4.5,8.0,0.0,33.287,45.787,2.0,15.143,0.733333,normal,W0,workday,P0_no_policy,12.5,0.0,1.1,0.0,0.0
28-2026-07-07-L01,28,2026-07-07,Tuesday,outbound,activity-28-2026-07-07-002,work,Z4,Z7,2026-07-07 07:43:45.627540,2026-07-07 09:30:00,2026-07-07 07:30:00,10.0,2026-07-07 09:20:50.658120,2026-07-07 09:20:50.658120,0.0,True,True,False,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:43:45.627540,bus,False,,False,False,bus,True,6.4,0.0,6.4,10.0,0.0,80.684,97.084,2.0,13.37,1.083333,normal,W0,workday,P0_no_policy,16.4,0.0,1.1,0.0,0.0
28-2026-07-07-L02,28,2026-07-07,Tuesday,return_home,activity-28-2026-07-07-002,return_home,Z7,Z4,2026-07-07 17:30:00,,,10.0,,,,,,True,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:30:00,bus,False,,False,False,bus,True,4.68,0.0,4.68,10.0,0.0,82.211,96.891,2.0,13.122,0.845,normal,W0,workday,P0_no_policy,14.68,0.0,1.1,0.0,0.0
29-2026-07-07-L01,29,2026-07-07,Tuesday,outbound,activity-29-2026-07-07-002,work,Z6,Z6,2026-07-07 08:43:43.637940,2026-07-07 10:00:00,2026-07-07 08:00:00,10.0,2026-07-07 09:49:59.704440,2026-07-07 09:49:59.704440,0.0,True,True,True,True,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 08:43:43.637940,bus,False,,False,False,bus,True,5.714,0.0,5.714,12.0,0.0,48.554,66.268,2.0,15.091,0.925,normal,W0,workday,P0_no_policy,17.714,0.0,1.1,0.0,0.0
29-2026-07-07-L02,29,2026-07-07,Tuesday,return_home,activity-29-2026-07-07-002,return_home,Z6,Z6,2026-07-07 19:00:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 19:00:00,bus,False,,False,False,bus,True,6.857,0.0,6.857,12.0,0.0,47.074,65.932,2.0,15.565,0.681928,normal,W0,workday,P0_no_policy,18.857,0.0,1.1,0.0,0.0
3-2026-07-07-L01,3,2026-07-07,Tuesday,outbound,activity-3-2026-07-07-002,work,Z2,Z3,2026-07-07 07:58:30.840000,2026-07-07 09:00:00,2026-07-07 07:00:00,5.0,2026-07-07 08:55:00,2026-07-07 08:55:00,0.0,True,True,True,True,walk,walk,0,0.0,0.0,0.0,0.0,0.0,56.486,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 07:58:30.840000,metro,False,,False,False,metro,True,4.5,0.0,4.5,16.0,10.0,25.986,56.486,4.0,34.999,,normal,W0,workday,P0_no_policy,20.5,0.0,1.0,0.0,0.0
3-2026-07-07-L02,3,2026-07-07,Tuesday,return_home,activity-3-2026-07-07-002,return_home,Z3,Z2,2026-07-07 17:00:00,,,10.0,,,,,,False,False,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-07-07 17:00:00,bus,False,,False,False,bus,True,4.5,0.0,4.5,8.0,0.0,66.185,78.685,2.0,15.116,0.733333,normal,W0,workday,P0_no_policy,12.5,0.0,1.0,0.0,0.0
