seed,policy,weather_scenario,day_type,group,agent_count,coupon_reached,coupon_participated,coupon_awarded,coupon_redeemed,coupon_induced_requests,coupon_ineligible_ride_requests,coupon_subsidy_yuan,ride_hailing_requests,successful_ride_hailing_requests,failed_ride_hailing_requests,mean_ride_hailing_wait_minutes_per_request,fallback_attempts,transport_unmet,mandatory_activity_incomplete,necessary_activity_completion_rate,walking_legs,bus_legs,metro_legs,ride_hailing_legs,total_outdoor_exposure_minutes,total_heat_risk_burden
52,C2_elder_limited,W1,workday,60+_digital,26,26,0,23,1,0,0,3.64,2,2,0,7.0,0,0,0,1.0,0,14,4,2,327.214,4207.211233
52,C2_elder_limited,W1,workday,60+_nondigital_assisted,22,22,0,17,1,0,0,5.09,1,1,0,6.0,0,0,0,1.0,0,25,2,1,484.029,7159.282434
52,C2_elder_limited,W1,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,0,0,171.058,2047.345733
52,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0,0.0,32,32,0,11.683,0,0,3,0.958904,3,42,92,32,3587.891,0.0
52,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0,0.0,22,20,2,11.3265,2,0,0,1.0,0,46,60,20,2422.635,0.0
52,C2_elder_limited,W2,workday,60+_digital,26,26,0,23,1,1,0,5.96,2,1,1,14.4725,1,0,0,1.0,0,16,3,1,355.477,0.0
52,C2_elder_limited,W2,workday,60+_nondigital_assisted,22,22,0,17,1,0,0,5.09,1,1,0,6.0,0,0,0,1.0,0,27,3,1,559.29,0.0
52,C2_elder_limited,W2,workday,60+_nondigital_unassisted,6,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,149.872,0.0
52,C3_mixed,W0,workday,18-39,80,80,64,16,3,2,0,22.22,17,17,0,11.097471,0,0,3,0.958904,7,69,88,17,3654.684,0.0
52,C3_mixed,W0,workday,40-59,66,66,44,6,0,0,0,0.0,3,3,0,8.721667,0,0,1,0.983607,0,84,50,3,2387.317,0.0
52,C3_mixed,W0,workday,60+_digital,26,26,11,10,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,20,5,1,435.357,0.0
52,C3_mixed,W0,workday,60+_nondigital_assisted,22,22,12,7,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,32,2,1,608.315,0.0
52,C3_mixed,W0,workday,60+_nondigital_unassisted,6,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,11,0,0,183.558,0.0
52,C3_mixed,W1,workday,18-39,80,80,64,16,3,2,0,22.22,19,19,0,10.666158,0,0,3,0.958904,7,67,88,19,3633.684,21955.808836
52,C3_mixed,W1,workday,40-59,66,66,44,6,0,0,0,0.0,3,3,0,8.721667,0,0,1,0.983607,0,83,51,3,2390.817,17237.574386
52,C3_mixed,W1,workday,60+_digital,26,26,11,10,0,0,0,0.0,2,2,0,7.0,0,0,0,1.0,0,14,4,2,327.214,4207.189567
52,C3_mixed,W1,workday,60+_nondigital_assisted,22,22,12,7,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,25,2,1,484.029,7159.282434
52,C3_mixed,W1,workday,60+_nondigital_unassisted,6,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,0,0,171.058,2047.324066
52,C3_mixed,W2,workday,18-39,80,80,64,16,7,3,0,62.05,35,35,0,11.672057,0,0,3,0.958904,3,40,91,35,3558.043,0.0
52,C3_mixed,W2,workday,40-59,66,66,44,6,2,1,0,13.83,23,21,2,12.038084,2,0,0,1.0,0,45,60,21,2437.828,0.0
52,C3_mixed,W2,workday,60+_digital,26,26,11,10,1,1,0,5.96,2,1,1,14.4725,1,0,0,1.0,0,16,3,1,355.477,0.0
52,C3_mixed,W2,workday,60+_nondigital_assisted,22,22,12,7,0,0,0,0.0,1,1,0,6.0,0,0,0,1.0,0,27,3,1,559.29,0.0
52,C3_mixed,W2,workday,60+_nondigital_unassisted,6,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,9,0,0,149.872,0.0
53,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0,0.0,15,15,0,11.149267,0,0,1,0.986301,7,74,82,15,3495.289,0.0
53,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0,0.0,4,4,0,14.0605,0,0,1,0.984127,2,87,47,4,2546.641,0.0
53,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,37,9,1,864.856,0.0
53,C0_no_coupon,W0,workday,60+_nondigital_assisted,19,0,0,0,0,0,0,0.0,1,1,0,12.0,0,0,0,1.0,0,18,2,1,395.645,0.0
53,C0_no_coupon,W0,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,0.0
53,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0,0.0,17,17,0,10.719941,0,0,1,0.986301,7,71,82,17,3469.989,20984.982504
53,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0,0.0,8,8,0,11.96775,0,0,1,0.984127,2,80,48,8,2478.483,18251.008594
53,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,33,9,1,807.856,10991.007733
53,C0_no_coupon,W1,workday,60+_nondigital_assisted,19,0,0,0,0,0,0,0.0,3,3,0,10.0,0,0,0,1.0,0,16,1,3,348.645,4702.738733
53,C0_no_coupon,W1,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,3000.0204
53,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0,0.0,48,45,3,12.238256,3,0,0,1.0,2,38,85,45,3429.377,0.0
53,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0,0.0,23,22,1,11.932302,1,0,2,0.968254,0,58,56,22,2595.157,0.0
53,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,37,9,1,885.023,0.0
53,C0_no_coupon,W2,workday,60+_nondigital_assisted,19,0,0,0,0,0,0,0.0,1,1,0,12.0,0,0,0,1.0,0,15,3,1,378.21,0.0
53,C0_no_coupon,W2,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.5,0,12,1,0,210.285,0.0
53,C1_public_limited,W0,workday,18-39,80,80,61,19,3,2,0,18.56,17,17,0,10.840941,0,0,1,0.986301,7,73,81,17,3479.845,0.0
53,C1_public_limited,W0,workday,40-59,66,66,47,15,2,2,0,10.4,6,6,0,12.984833,0,0,1,0.984127,2,85,47,6,2535.451,0.0
53,C1_public_limited,W0,workday,60+_digital,26,26,12,3,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,37,9,1,864.856,0.0
53,C1_public_limited,W0,workday,60+_nondigital_assisted,19,19,8,3,0,0,0,0.0,1,1,0,12.0,0,0,0,1.0,0,18,2,1,395.645,0.0
53,C1_public_limited,W0,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,0.0
53,C1_public_limited,W1,workday,18-39,80,80,61,19,3,2,0,18.56,19,19,0,10.489263,0,0,1,0.986301,7,70,81,19,3454.545,20909.312171
53,C1_public_limited,W1,workday,40-59,66,66,47,15,2,2,0,10.4,10,10,0,11.7409,0,0,1,0.984127,2,78,48,10,2467.293,18151.601228
53,C1_public_limited,W1,workday,60+_digital,26,26,12,3,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,33,9,1,807.856,10991.007733
53,C1_public_limited,W1,workday,60+_nondigital_assisted,19,19,8,3,0,0,0,0.0,3,3,0,10.0,0,0,0,1.0,0,16,1,3,348.645,4702.738733
53,C1_public_limited,W1,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,3000.0204
53,C1_public_limited,W2,workday,18-39,80,80,61,19,8,3,0,48.43,51,47,4,11.900222,4,0,0,1.0,2,36,85,47,3437.227,0.0
53,C1_public_limited,W2,workday,40-59,66,66,47,15,7,3,0,38.69,26,25,1,12.429393,1,0,2,0.968254,0,55,56,25,2595.307,0.0
53,C1_public_limited,W2,workday,60+_digital,26,26,12,3,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,37,9,1,885.023,0.0
53,C1_public_limited,W2,workday,60+_nondigital_assisted,19,19,8,3,0,0,0,0.0,1,1,0,12.0,0,0,0,1.0,0,15,3,1,378.21,0.0
53,C1_public_limited,W2,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.5,0,12,1,0,210.285,0.0
53,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0,0.0,15,15,0,11.149267,0,0,1,0.986301,7,74,82,15,3495.289,0.0
53,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0,0.0,4,4,0,14.0605,0,0,1,0.984127,2,87,47,4,2546.641,0.0
53,C2_elder_limited,W0,workday,60+_digital,26,26,0,25,1,0,0,3.69,1,1,0,8.0,0,0,0,1.0,0,37,9,1,864.856,0.0
53,C2_elder_limited,W0,workday,60+_nondigital_assisted,19,19,0,15,1,0,0,5.26,1,1,0,12.0,0,0,0,1.0,0,18,2,1,395.645,0.0
53,C2_elder_limited,W0,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,0.0
53,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0,0.0,17,17,0,10.719941,0,0,1,0.986301,7,71,82,17,3469.989,20984.982504
53,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0,0.0,8,8,0,11.96775,0,0,1,0.984127,2,80,48,8,2478.483,18251.008594
53,C2_elder_limited,W1,workday,60+_digital,26,26,0,25,2,1,0,8.08,2,2,0,8.0,0,0,0,1.0,0,32,9,2,793.856,10801.207733
53,C2_elder_limited,W1,workday,60+_nondigital_assisted,19,19,0,15,3,0,0,12.64,3,3,0,10.0,0,0,0,1.0,0,16,1,3,348.645,4702.738733
53,C2_elder_limited,W1,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,3000.0204
53,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0,0.0,48,46,2,11.988728,2,0,0,1.0,2,38,84,46,3399.62,0.0
53,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0,0.0,23,22,1,12.500354,1,0,2,0.968254,0,58,56,22,2608.222,0.0
53,C2_elder_limited,W2,workday,60+_digital,26,26,0,25,4,3,0,16.43,4,4,0,11.83325,0,0,0,1.0,0,34,9,4,866.299,0.0
53,C2_elder_limited,W2,workday,60+_nondigital_assisted,19,19,0,15,1,0,0,5.26,1,1,0,12.0,0,0,0,1.0,0,15,3,1,378.21,0.0
53,C2_elder_limited,W2,workday,60+_nondigital_unassisted,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.5,0,12,1,0,210.285,0.0
53,C3_mixed,W0,workday,18-39,80,80,61,15,2,2,0,13.32,17,17,0,10.840941,0,0,1,0.986301,7,73,81,17,3479.846,0.0
53,C3_mixed,W0,workday,40-59,66,66,47,9,1,1,0,3.74,5,5,0,13.3818,0,0,1,0.984127,2,86,47,5,2538.451,0.0
53,C3_mixed,W0,workday,60+_digital,26,26,12,9,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,37,9,1,864.856,0.0
53,C3_mixed,W0,workday,60+_nondigital_assisted,19,19,8,5,1,0,0,5.26,1,1,0,12.0,0,0,0,1.0,0,18,2,1,395.645,0.0
53,C3_mixed,W0,workday,60+_nondigital_unassisted,9,4,0,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,0.0
53,C3_mixed,W1,workday,18-39,80,80,61,15,2,2,0,13.32,19,19,0,10.489263,0,0,1,0.986301,7,70,81,19,3454.546,20909.370171
53,C3_mixed,W1,workday,40-59,66,66,47,9,1,1,0,3.74,9,9,0,11.823222,0,0,1,0.984127,2,79,48,9,2470.293,18174.737894
53,C3_mixed,W1,workday,60+_digital,26,26,12,9,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,33,9,1,807.856,10991.007733
53,C3_mixed,W1,workday,60+_nondigital_assisted,19,19,8,5,1,0,0,5.26,3,3,0,10.0,0,0,0,1.0,0,16,1,3,348.645,4702.738733
53,C3_mixed,W1,workday,60+_nondigital_unassisted,9,4,0,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,13,0,0,195.428,3000.0204
53,C3_mixed,W2,workday,18-39,80,80,61,15,6,2,0,37.95,50,48,2,12.301493,2,0,0,1.0,2,36,84,48,3412.698,0.0
53,C3_mixed,W2,workday,40-59,66,66,47,9,5,2,0,26.23,25,24,1,12.339636,1,0,2,0.968254,0,56,56,24,2598.348,0.0
53,C3_mixed,W2,workday,60+_digital,26,26,12,9,1,1,0,5.3,2,2,0,9.5,0,0,0,1.0,0,36,9,2,884.023,0.0
53,C3_mixed,W2,workday,60+_nondigital_assisted,19,19,8,5,1,0,0,5.26,1,1,0,12.0,0,0,0,1.0,0,15,3,1,378.21,0.0
53,C3_mixed,W2,workday,60+_nondigital_unassisted,9,4,0,2,0,0,0,0.0,0,0,0,0.0,0,0,1,0.5,0,12,1,0,210.285,0.0
54,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0,0.0,22,22,0,10.977727,0,0,1,0.986301,1,77,80,22,3358.011,0.0
54,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0,0.0,4,4,0,7.625,0,0,2,0.967213,2,75,52,4,2461.558,0.0
54,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,31,7,0,716.014,0.0
54,C0_no_coupon,W0,workday,60+_nondigital_assisted,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,22,1,0,430.299,0.0
54,C0_no_coupon,W0,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,301.071,0.0
54,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0,0.0,25,25,0,10.94016,0,0,1,0.986301,1,74,78,25,3272.521,19756.11767
54,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0,0.0,6,6,0,8.083333,0,0,2,0.967213,1,73,52,6,2391.308,17683.060992
54,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,26,7,1,628.014,8575.916701
54,C0_no_coupon,W1,workday,60+_nondigital_assisted,18,0,0,0,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,17,1,1,318.299,4561.555267
54,C0_no_coupon,W1,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,15,1,0,270.071,4283.7275
54,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0,0.0,44,44,0,11.561473,0,0,3,0.958904,1,34,88,44,3349.306,0.0
54,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0,0.0,26,25,1,10.98029,1,0,0,1.0,1,43,57,25,2487.96,0.0
54,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0,0.0,2,2,0,8.75,0,0,0,1.0,0,24,5,2,604.83,0.0
54,C0_no_coupon,W2,workday,60+_nondigital_assisted,18,0,0,0,0,0,0,0.0,1,1,0,13.333,0,0,0,1.0,0,19,1,1,400.618,0.0
54,C0_no_coupon,W2,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,303.071,0.0
54,C1_public_limited,W0,workday,18-39,80,80,67,19,6,4,0,61.65,26,26,0,10.867192,0,0,1,0.986301,1,73,80,26,3320.685,0.0
54,C1_public_limited,W0,workday,40-59,66,66,43,14,4,2,0,23.05,6,6,0,8.1945,0,0,2,0.967213,2,73,52,6,2442.368,0.0
54,C1_public_limited,W0,workday,60+_digital,26,26,11,2,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,31,7,0,716.014,0.0
54,C1_public_limited,W0,workday,60+_nondigital_assisted,18,18,10,5,1,1,0,5.31,1,1,0,12.0,0,0,0,1.0,0,21,1,1,408.299,0.0
54,C1_public_limited,W0,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,301.071,0.0
54,C1_public_limited,W1,workday,18-39,80,80,67,19,6,3,0,61.65,28,28,0,10.697893,0,0,1,0.986301,1,71,78,28,3247.766,19591.490004
54,C1_public_limited,W1,workday,40-59,66,66,43,14,6,3,0,33.01,9,9,0,9.092667,0,0,2,0.967213,1,70,52,9,2369.071,17525.683626
54,C1_public_limited,W1,workday,60+_digital,26,26,11,2,0,0,0,0.0,1,1,0,8.0,0,0,0,1.0,0,26,7,1,628.014,8575.916701
54,C1_public_limited,W1,workday,60+_nondigital_assisted,18,18,10,5,1,0,0,2.8,1,1,0,8.0,0,0,0,1.0,0,17,1,1,318.299,4561.5336
54,C1_public_limited,W1,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,15,1,0,270.071,4283.7275
54,C1_public_limited,W2,workday,18-39,80,80,67,19,11,5,0,92.62,49,49,0,11.478037,0,0,3,0.958904,1,33,84,49,3294.511,0.0
54,C1_public_limited,W2,workday,40-59,66,66,43,14,7,3,0,40.27,29,28,1,10.917445,1,0,0,1.0,1,41,56,28,2453.475,0.0
54,C1_public_limited,W2,workday,60+_digital,26,26,11,2,0,0,0,0.0,2,2,0,8.75,0,0,0,1.0,0,24,5,2,604.83,0.0
54,C1_public_limited,W2,workday,60+_nondigital_assisted,18,18,10,5,1,1,0,5.31,2,2,0,12.6665,0,0,0,1.0,0,18,1,2,378.618,0.0
54,C1_public_limited,W2,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,303.071,0.0
54,C2_elder_limited,W0,workday,18-39,80,0,0,0,0,0,0,0.0,22,22,0,10.977727,0,0,1,0.986301,1,77,80,22,3358.011,0.0
54,C2_elder_limited,W0,workday,40-59,66,0,0,0,0,0,0,0.0,4,4,0,7.625,0,0,2,0.967213,2,75,52,4,2461.558,0.0
54,C2_elder_limited,W0,workday,60+_digital,26,26,0,24,2,2,0,15.05,2,2,0,9.0,0,0,0,1.0,0,30,6,2,686.055,0.0
54,C2_elder_limited,W0,workday,60+_nondigital_assisted,18,18,0,16,1,1,0,6.4,1,1,0,8.0,0,0,0,1.0,0,21,1,1,416.299,0.0
54,C2_elder_limited,W0,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,301.071,0.0
54,C2_elder_limited,W1,workday,18-39,80,0,0,0,0,0,0,0.0,25,25,0,10.94016,0,0,1,0.986301,1,74,78,25,3272.521,19756.11767
54,C2_elder_limited,W1,workday,40-59,66,0,0,0,0,0,0,0.0,6,6,0,8.083333,0,0,2,0.967213,1,73,52,6,2391.308,17683.060992
54,C2_elder_limited,W1,workday,60+_digital,26,26,0,24,3,2,0,18.99,3,3,0,8.666667,0,0,0,1.0,0,25,6,3,598.055,8225.939801
54,C2_elder_limited,W1,workday,60+_nondigital_assisted,18,18,0,16,2,1,0,9.2,2,2,0,8.0,0,0,0,1.0,0,16,1,2,304.299,4389.955267
54,C2_elder_limited,W1,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,15,1,0,270.071,4283.7275
54,C2_elder_limited,W2,workday,18-39,80,0,0,0,0,0,0,0.0,44,44,0,11.561473,0,0,3,0.958904,1,34,88,44,3349.306,0.0
54,C2_elder_limited,W2,workday,40-59,66,0,0,0,0,0,0,0.0,26,25,1,10.980931,1,0,0,1.0,1,43,57,25,2487.976,0.0
54,C2_elder_limited,W2,workday,60+_digital,26,26,0,24,3,1,0,18.74,3,3,0,8.5,0,0,0,1.0,0,23,5,3,590.83,0.0
54,C2_elder_limited,W2,workday,60+_nondigital_assisted,18,18,0,16,1,0,0,6.4,1,1,0,13.333,0,0,0,1.0,0,19,1,1,400.618,0.0
54,C2_elder_limited,W2,workday,60+_nondigital_unassisted,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,303.071,0.0
54,C3_mixed,W0,workday,18-39,80,80,67,14,4,3,0,34.72,25,25,0,10.70188,0,0,1,0.986301,1,74,80,25,3333.256,0.0
54,C3_mixed,W0,workday,40-59,66,66,43,9,2,1,0,11.12,5,5,0,7.7,0,0,2,0.967213,2,74,52,5,2450.558,0.0
54,C3_mixed,W0,workday,60+_digital,26,26,11,7,1,1,0,9.38,1,1,0,10.0,0,0,0,1.0,0,31,6,1,700.055,0.0
54,C3_mixed,W0,workday,60+_nondigital_assisted,18,18,10,9,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,22,1,0,430.299,0.0
54,C3_mixed,W0,workday,60+_nondigital_unassisted,10,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,301.071,0.0
54,C3_mixed,W1,workday,18-39,80,80,67,14,4,3,0,34.72,28,28,0,10.697893,0,0,1,0.986301,1,71,78,28,3247.766,19591.490004
54,C3_mixed,W1,workday,40-59,66,66,43,9,3,2,0,18.28,8,8,0,8.895875,0,0,2,0.967213,1,71,52,8,2377.261,17591.155626
54,C3_mixed,W1,workday,60+_digital,26,26,11,7,1,1,0,9.38,2,2,0,9.0,0,0,0,1.0,0,26,6,2,612.055,8441.739801
54,C3_mixed,W1,workday,60+_nondigital_assisted,18,18,10,9,1,0,0,2.8,1,1,0,8.0,0,0,0,1.0,0,17,1,1,318.299,4561.5336
54,C3_mixed,W1,workday,60+_nondigital_unassisted,10,4,0,1,1,1,0,2.8,1,1,0,6.0,0,0,0,1.0,0,14,1,1,261.071,4131.6275
54,C3_mixed,W2,workday,18-39,80,80,67,14,7,3,0,65.24,47,47,0,11.532762,0,0,3,0.958904,1,34,85,47,3308.127,0.0
54,C3_mixed,W2,workday,40-59,66,66,43,9,3,1,0,18.28,27,26,1,10.870563,1,0,0,1.0,1,43,56,26,2468.088,0.0
54,C3_mixed,W2,workday,60+_digital,26,26,11,7,2,0,0,13.07,2,2,0,8.75,0,0,0,1.0,0,24,5,2,604.83,0.0
54,C3_mixed,W2,workday,60+_nondigital_assisted,18,18,10,9,0,0,0,0.0,1,1,0,13.333,0,0,0,1.0,0,19,1,1,400.618,0.0
54,C3_mixed,W2,workday,60+_nondigital_unassisted,10,4,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,16,2,0,303.071,0.0
55,C0_no_coupon,W0,workday,18-39,80,0,0,0,0,0,0,0.0,12,12,0,10.504333,0,0,2,0.972603,3,84,83,12,3423.731,0.0
55,C0_no_coupon,W0,workday,40-59,66,0,0,0,0,0,0,0.0,5,5,0,8.7056,0,0,6,0.904762,1,65,65,5,2629.923,0.0
55,C0_no_coupon,W0,workday,60+_digital,26,0,0,0,0,0,0,0.0,1,1,0,10.0,0,0,0,1.0,0,28,6,1,642.163,0.0
55,C0_no_coupon,W0,workday,60+_nondigital_assisted,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,22,2,0,390.065,0.0
55,C0_no_coupon,W0,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,12,2,0,240.614,0.0
55,C0_no_coupon,W1,workday,18-39,80,0,0,0,0,0,0,0.0,17,17,0,10.454059,0,0,2,0.972603,1,79,81,17,3263.492,20966.447166
55,C0_no_coupon,W1,workday,40-59,66,0,0,0,0,0,0,0.0,7,7,0,8.646857,0,0,6,0.904762,1,63,63,7,2572.423,18117.809604
55,C0_no_coupon,W1,workday,60+_digital,26,0,0,0,0,0,0,0.0,2,2,0,9.0,0,0,0,1.0,0,27,6,2,614.163,8426.081733
55,C0_no_coupon,W1,workday,60+_nondigital_assisted,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,2,0,375.065,5012.884933
55,C0_no_coupon,W1,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,2,0,196.614,2665.542533
55,C0_no_coupon,W2,workday,18-39,80,0,0,0,0,0,0,0.0,36,36,0,10.806028,0,0,3,0.958904,0,44,92,36,3417.503,0.0
55,C0_no_coupon,W2,workday,40-59,66,0,0,0,0,0,0,0.0,13,13,0,11.31001,0,0,5,0.920635,0,48,69,13,2733.004,0.0
55,C0_no_coupon,W2,workday,60+_digital,26,0,0,0,0,0,0,0.0,4,4,0,12.0,0,0,0,1.0,0,19,8,4,570.826,0.0
55,C0_no_coupon,W2,workday,60+_nondigital_assisted,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,3,0,409.363,0.0
55,C0_no_coupon,W2,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,2,0,212.103,0.0
55,C1_public_limited,W0,workday,18-39,80,80,67,22,8,5,0,51.32,17,17,0,10.148176,0,0,2,0.972603,3,80,82,17,3373.884,0.0
55,C1_public_limited,W0,workday,40-59,66,66,38,13,3,2,0,27.5,7,7,0,8.968857,0,0,5,0.920635,1,64,64,7,2590.534,0.0
55,C1_public_limited,W0,workday,60+_digital,26,26,11,2,0,0,0,0.0,1,1,0,10.0,0,0,0,1.0,0,28,6,1,642.163,0.0
55,C1_public_limited,W0,workday,60+_nondigital_assisted,17,17,8,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,22,2,0,390.065,0.0
55,C1_public_limited,W0,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,12,2,0,240.614,0.0
55,C1_public_limited,W1,workday,18-39,80,80,67,22,8,5,0,51.32,22,22,0,10.190273,0,0,2,0.972603,1,75,80,22,3213.645,20687.409167
55,C1_public_limited,W1,workday,40-59,66,66,38,13,3,2,0,27.5,9,9,0,8.864667,0,0,5,0.920635,1,62,62,9,2533.034,18042.269672
55,C1_public_limited,W1,workday,60+_digital,26,26,11,2,1,1,0,5.24,3,3,0,8.0,0,0,0,1.0,0,27,5,3,604.163,8223.108399
55,C1_public_limited,W1,workday,60+_nondigital_assisted,17,17,8,3,1,1,0,4.53,1,1,0,6.0,0,0,0,1.0,0,20,2,1,366.065,4855.584933
55,C1_public_limited,W1,workday,60+_nondigital_unassisted,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,10,2,0,196.614,2665.542533
55,C1_public_limited,W2,workday,18-39,80,80,67,22,16,8,0,125.17,44,41,3,11.587286,3,0,3,0.958904,0,44,87,41,3408.788,0.0
55,C1_public_limited,W2,workday,40-59,66,66,38,13,7,5,0,65.12,18,16,2,11.85088,2,0,4,0.936508,0,46,68,16,2727.139,0.0
55,C1_public_limited,W2,workday,60+_digital,26,26,11,2,0,0,0,0.0,4,4,0,12.0,0,0,0,1.0,0,19,8,4,570.826,0.0
55,C1_public_limited,W2,workday,60+_nondigital_assisted,17,17,8,3,0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,21,3,0,409.363,0.0
