weather_scenario,day_type,policy,agent_id,activity_id,activity_purpose,is_mandatory,origin_zone,destination_zone,final_status,weather_cancelled,transport_unmet,completed,transport_succeeded,activity_completed,late_but_reached,mandatory_activity_incomplete,completion_failure_reason,actual_arrival_time,arrival_delay_minutes,on_time_arrival
W2,workday,P0_no_policy,115,activity-115-2026-07-07-002,work,True,Z7,Z4,completed,False,False,True,True,True,False,False,,2026-07-07 08:26:56.265060,0.0,True
W2,workday,P0_no_policy,116,activity-116-2026-07-07-002,work,True,Z6,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 09:56:54.822300,0.0,True
W2,workday,P0_no_policy,117,activity-117-2026-07-07-002,work,True,Z3,Z1,completed,False,False,True,True,True,False,False,,2026-07-07 08:22:04.663380,0.0,True
W2,workday,P0_no_policy,118,activity-118-2026-07-07-002,work,True,Z5,Z5,completed,False,False,True,True,True,False,False,,2026-07-07 09:59:54.089460,0.0,True
W2,workday,P0_no_policy,118,activity-118-2026-07-07-003,shopping,False,Z5,Z5,completed,False,False,True,True,True,False,False,,2026-07-07 19:23:26.765280,0.0,True
W2,workday,P0_no_policy,119,activity-119-2026-07-07-002,work,True,Z7,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 07:55:00,0.0,True
W2,workday,P0_no_policy,120,activity-120-2026-07-07-002,work,True,Z5,Z5,completed,False,False,True,True,True,False,False,,2026-07-07 07:50:43.352340,0.0,True
W2,workday,P0_no_policy,121,activity-121-2026-07-07-002,work,True,Z4,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 08:38:32.476620,0.0,True
W2,workday,P0_no_policy,122,activity-122-2026-07-07-002,work,True,Z7,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:55:00,0.0,True
W2,workday,P0_no_policy,123,activity-123-2026-07-07-002,work,True,Z8,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 08:55:54.103440,0.0,True
W2,workday,P0_no_policy,124,activity-124-2026-07-07-002,work,True,Z7,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 08:25:11.452260,0.0,True
W2,workday,P0_no_policy,125,activity-125-2026-07-07-002,work,True,Z8,Z6,reached_but_activity_incomplete,False,False,False,True,False,True,True,maximum_commute_time_exceeded,2026-07-07 10:35:39.559140,5.659,False
W2,workday,P0_no_policy,126,activity-126-2026-07-07-002,work,True,Z7,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 10:27:53.781780,0.0,True
W2,workday,P0_no_policy,127,activity-127-2026-07-07-002,work,True,Z3,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 10:25:00,0.0,True
W2,workday,P0_no_policy,128,activity-128-2026-07-07-002,work,True,Z3,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 09:25:00,0.0,True
W2,workday,P0_no_policy,129,activity-129-2026-07-07-002,work,True,Z7,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:37:00.042060,0.0,True
W2,workday,P0_no_policy,130,activity-130-2026-07-07-002,work,True,Z2,Z3,completed,False,False,True,True,True,False,False,,2026-07-07 07:56:28.896000,0.0,True
W2,workday,P0_no_policy,131,activity-131-2026-07-07-002,work,True,Z1,Z2,completed,False,False,True,True,True,True,False,,2026-07-07 10:41:55.770420,11.93,False
W2,workday,P0_no_policy,132,activity-132-2026-07-07-002,work,True,Z5,Z7,completed,False,False,True,True,True,False,False,,2026-07-07 09:55:00,0.0,True
W2,workday,P0_no_policy,133,activity-133-2026-07-07-003,work,True,Z4,Z2,completed,False,False,True,True,True,False,False,,2026-07-07 09:57:18.950340,0.0,True
W2,workday,P0_no_policy,134,activity-134-2026-07-07-002,work,True,Z4,Z4,completed,False,False,True,True,True,False,False,,2026-07-07 08:21:32.654640,0.0,True
