source_decision_sequence,source_agent_id,source_leg_id,target_decision_sequence,target_agent_id,target_leg_id,shared_state_key,mechanism,source_flow_contribution_pcu_per_hour,target_probability_delta
91,1,1-2026-07-07-L01,93,178,178-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023325421, ""metro"": 0.023064828, ""ride_hailing"": 0.000260593}"
76,68,68-2026-07-07-L01,94,165,165-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001424886, ""metro"": 0.0, ""ride_hailing"": 0.001424886}"
80,152,152-2026-07-07-L01,94,165,165-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001424886, ""metro"": 0.0, ""ride_hailing"": 0.001424886}"
91,1,1-2026-07-07-L01,94,165,165-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001424886, ""metro"": 0.0, ""ride_hailing"": 0.001424886}"
76,68,68-2026-07-07-L01,95,176,176-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.004610955, ""metro"": 0.004900516, ""ride_hailing"": -0.000289561}"
80,152,152-2026-07-07-L01,95,176,176-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.004610955, ""metro"": 0.004900516, ""ride_hailing"": -0.000289561}"
91,1,1-2026-07-07-L01,95,176,176-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.004610955, ""metro"": 0.004900516, ""ride_hailing"": -0.000289561}"
76,68,68-2026-07-07-L01,96,72,72-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001019519, ""metro"": 0.001405475, ""ride_hailing"": -0.000385957}"
80,152,152-2026-07-07-L01,96,72,72-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001019519, ""metro"": 0.001405475, ""ride_hailing"": -0.000385957}"
91,1,1-2026-07-07-L01,96,72,72-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001019519, ""metro"": 0.001405475, ""ride_hailing"": -0.000385957}"
76,68,68-2026-07-07-L01,97,118,118-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013416939, ""metro"": 0.0, ""ride_hailing"": 0.013416939}"
80,152,152-2026-07-07-L01,97,118,118-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013416939, ""metro"": 0.0, ""ride_hailing"": 0.013416939}"
91,1,1-2026-07-07-L01,97,118,118-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013416939, ""metro"": 0.0, ""ride_hailing"": 0.013416939}"
76,68,68-2026-07-07-L01,98,66,66-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001185505, ""metro"": 0.001660428, ""ride_hailing"": -0.000474924}"
80,152,152-2026-07-07-L01,98,66,66-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001185505, ""metro"": 0.001660428, ""ride_hailing"": -0.000474924}"
91,1,1-2026-07-07-L01,98,66,66-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.001185505, ""metro"": 0.001660428, ""ride_hailing"": -0.000474924}"
76,68,68-2026-07-07-L01,99,83,83-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.017489376, ""metro"": 0.005796477, ""ride_hailing"": 0.011692899}"
80,152,152-2026-07-07-L01,99,83,83-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.017489376, ""metro"": 0.005796477, ""ride_hailing"": 0.011692899}"
91,1,1-2026-07-07-L01,99,83,83-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.017489376, ""metro"": 0.005796477, ""ride_hailing"": 0.011692899}"
76,68,68-2026-07-07-L01,100,16,16-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.028856259, ""metro"": 0.036342738, ""ride_hailing"": -0.007486479}"
80,152,152-2026-07-07-L01,100,16,16-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.028856259, ""metro"": 0.036342738, ""ride_hailing"": -0.007486479}"
91,1,1-2026-07-07-L01,100,16,16-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:00,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.028856259, ""metro"": 0.036342738, ""ride_hailing"": -0.007486479}"
101,125,125-2026-07-07-L01,102,53,53-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -9.5857e-05, ""metro"": 0.000140057, ""ride_hailing"": -4.42e-05}"
101,125,125-2026-07-07-L01,103,82,82-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.00031987, ""metro"": 0.000572935, ""ride_hailing"": -0.000253065}"
101,125,125-2026-07-07-L01,104,48,48-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -9.0484e-05, ""metro"": 0.000128333, ""ride_hailing"": -3.7849e-05}"
101,125,125-2026-07-07-L01,105,101,101-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.003641716, ""metro"": 0.0, ""ride_hailing"": 0.003641716}"
101,125,125-2026-07-07-L01,106,76,76-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.004698235, ""metro"": 0.0, ""ride_hailing"": 0.004698235}"
101,125,125-2026-07-07-L01,107,28,28-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.009425905, ""metro"": 0.0, ""ride_hailing"": 0.009425905}"
106,76,76-2026-07-07-L01,107,28,28-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.009425905, ""metro"": 0.0, ""ride_hailing"": 0.009425905}"
101,125,125-2026-07-07-L01,108,5,5-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 7.9246e-05, ""ride_hailing"": -7.9246e-05}"
106,76,76-2026-07-07-L01,108,5,5-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 7.9246e-05, ""ride_hailing"": -7.9246e-05}"
107,28,28-2026-07-07-L01,108,5,5-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": 0.0, ""metro"": 7.9246e-05, ""ride_hailing"": -7.9246e-05}"
101,125,125-2026-07-07-L01,109,114,114-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.016081984, ""metro"": 0.020812407, ""ride_hailing"": -0.004730424}"
106,76,76-2026-07-07-L01,109,114,114-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.016081984, ""metro"": 0.020812407, ""ride_hailing"": -0.004730424}"
107,28,28-2026-07-07-L01,109,114,114-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.016081984, ""metro"": 0.020812407, ""ride_hailing"": -0.004730424}"
101,125,125-2026-07-07-L01,110,128,128-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.008379069, ""metro"": 0.010515744, ""ride_hailing"": -0.002136675}"
106,76,76-2026-07-07-L01,110,128,128-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.008379069, ""metro"": 0.010515744, ""ride_hailing"": -0.002136675}"
107,28,28-2026-07-07-L01,110,128,128-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.008379069, ""metro"": 0.010515744, ""ride_hailing"": -0.002136675}"
101,125,125-2026-07-07-L01,111,110,110-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.010327049, ""metro"": 0.016449627, ""ride_hailing"": -0.006122578}"
106,76,76-2026-07-07-L01,111,110,110-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.010327049, ""metro"": 0.016449627, ""ride_hailing"": -0.006122578}"
107,28,28-2026-07-07-L01,111,110,110-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.010327049, ""metro"": 0.016449627, ""ride_hailing"": -0.006122578}"
101,125,125-2026-07-07-L01,112,103,103-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.014719391, ""metro"": 0.016608789, ""ride_hailing"": -0.001889398}"
106,76,76-2026-07-07-L01,112,103,103-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.014719391, ""metro"": 0.016608789, ""ride_hailing"": -0.001889398}"
107,28,28-2026-07-07-L01,112,103,103-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.014719391, ""metro"": 0.016608789, ""ride_hailing"": -0.001889398}"
101,125,125-2026-07-07-L01,113,14,14-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.011415939, ""metro"": 0.0, ""ride_hailing"": 0.011415939}"
106,76,76-2026-07-07-L01,113,14,14-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.011415939, ""metro"": 0.0, ""ride_hailing"": 0.011415939}"
107,28,28-2026-07-07-L01,113,14,14-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.011415939, ""metro"": 0.0, ""ride_hailing"": 0.011415939}"
101,125,125-2026-07-07-L01,114,15,15-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006261992, ""metro"": 0.008290106, ""ride_hailing"": -0.002028114}"
106,76,76-2026-07-07-L01,114,15,15-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006261992, ""metro"": 0.008290106, ""ride_hailing"": -0.002028114}"
107,28,28-2026-07-07-L01,114,15,15-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006261992, ""metro"": 0.008290106, ""ride_hailing"": -0.002028114}"
113,14,14-2026-07-07-L01,114,15,15-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006261992, ""metro"": 0.008290106, ""ride_hailing"": -0.002028114}"
101,125,125-2026-07-07-L01,115,54,54-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013750981, ""metro"": 0.0, ""ride_hailing"": 0.013750981}"
106,76,76-2026-07-07-L01,115,54,54-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013750981, ""metro"": 0.0, ""ride_hailing"": 0.013750981}"
107,28,28-2026-07-07-L01,115,54,54-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013750981, ""metro"": 0.0, ""ride_hailing"": 0.013750981}"
113,14,14-2026-07-07-L01,115,54,54-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.013750981, ""metro"": 0.0, ""ride_hailing"": 0.013750981}"
101,125,125-2026-07-07-L01,116,109,109-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023192313, ""metro"": 0.035333001, ""ride_hailing"": -0.012140688}"
106,76,76-2026-07-07-L01,116,109,109-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023192313, ""metro"": 0.035333001, ""ride_hailing"": -0.012140688}"
107,28,28-2026-07-07-L01,116,109,109-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023192313, ""metro"": 0.035333001, ""ride_hailing"": -0.012140688}"
113,14,14-2026-07-07-L01,116,109,109-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023192313, ""metro"": 0.035333001, ""ride_hailing"": -0.012140688}"
115,54,54-2026-07-07-L01,116,109,109-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.023192313, ""metro"": 0.035333001, ""ride_hailing"": -0.012140688}"
101,125,125-2026-07-07-L01,117,31,31-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000158115, ""metro"": 0.000194407, ""ride_hailing"": -3.6292e-05}"
106,76,76-2026-07-07-L01,117,31,31-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000158115, ""metro"": 0.000194407, ""ride_hailing"": -3.6292e-05}"
107,28,28-2026-07-07-L01,117,31,31-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000158115, ""metro"": 0.000194407, ""ride_hailing"": -3.6292e-05}"
113,14,14-2026-07-07-L01,117,31,31-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000158115, ""metro"": 0.000194407, ""ride_hailing"": -3.6292e-05}"
115,54,54-2026-07-07-L01,117,31,31-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000158115, ""metro"": 0.000194407, ""ride_hailing"": -3.6292e-05}"
101,125,125-2026-07-07-L01,118,198,198-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026612592, ""metro"": 0.027125466, ""ride_hailing"": -0.000512874}"
106,76,76-2026-07-07-L01,118,198,198-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026612592, ""metro"": 0.027125466, ""ride_hailing"": -0.000512874}"
107,28,28-2026-07-07-L01,118,198,198-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026612592, ""metro"": 0.027125466, ""ride_hailing"": -0.000512874}"
113,14,14-2026-07-07-L01,118,198,198-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026612592, ""metro"": 0.027125466, ""ride_hailing"": -0.000512874}"
115,54,54-2026-07-07-L01,118,198,198-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.026612592, ""metro"": 0.027125466, ""ride_hailing"": -0.000512874}"
101,125,125-2026-07-07-L01,119,187,187-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012700008, ""metro"": 0.013149914, ""ride_hailing"": -0.000449907}"
106,76,76-2026-07-07-L01,119,187,187-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012700008, ""metro"": 0.013149914, ""ride_hailing"": -0.000449907}"
107,28,28-2026-07-07-L01,119,187,187-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012700008, ""metro"": 0.013149914, ""ride_hailing"": -0.000449907}"
113,14,14-2026-07-07-L01,119,187,187-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012700008, ""metro"": 0.013149914, ""ride_hailing"": -0.000449907}"
115,54,54-2026-07-07-L01,119,187,187-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.012700008, ""metro"": 0.013149914, ""ride_hailing"": -0.000449907}"
101,125,125-2026-07-07-L01,120,7,7-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021174525, ""metro"": 0.032908655, ""ride_hailing"": -0.011734131}"
106,76,76-2026-07-07-L01,120,7,7-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021174525, ""metro"": 0.032908655, ""ride_hailing"": -0.011734131}"
107,28,28-2026-07-07-L01,120,7,7-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021174525, ""metro"": 0.032908655, ""ride_hailing"": -0.011734131}"
113,14,14-2026-07-07-L01,120,7,7-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021174525, ""metro"": 0.032908655, ""ride_hailing"": -0.011734131}"
115,54,54-2026-07-07-L01,120,7,7-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.021174525, ""metro"": 0.032908655, ""ride_hailing"": -0.011734131}"
101,125,125-2026-07-07-L01,121,43,43-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0008386, ""bus"": -0.018616117, ""metro"": 0.025616031, ""ride_hailing"": -0.007838514}"
106,76,76-2026-07-07-L01,121,43,43-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0008386, ""bus"": -0.018616117, ""metro"": 0.025616031, ""ride_hailing"": -0.007838514}"
107,28,28-2026-07-07-L01,121,43,43-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0008386, ""bus"": -0.018616117, ""metro"": 0.025616031, ""ride_hailing"": -0.007838514}"
113,14,14-2026-07-07-L01,121,43,43-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0008386, ""bus"": -0.018616117, ""metro"": 0.025616031, ""ride_hailing"": -0.007838514}"
115,54,54-2026-07-07-L01,121,43,43-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0008386, ""bus"": -0.018616117, ""metro"": 0.025616031, ""ride_hailing"": -0.007838514}"
101,125,125-2026-07-07-L01,122,132,132-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006374241, ""metro"": 0.006959316, ""ride_hailing"": -0.000585075}"
106,76,76-2026-07-07-L01,122,132,132-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006374241, ""metro"": 0.006959316, ""ride_hailing"": -0.000585075}"
107,28,28-2026-07-07-L01,122,132,132-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006374241, ""metro"": 0.006959316, ""ride_hailing"": -0.000585075}"
113,14,14-2026-07-07-L01,122,132,132-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006374241, ""metro"": 0.006959316, ""ride_hailing"": -0.000585075}"
115,54,54-2026-07-07-L01,122,132,132-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.006374241, ""metro"": 0.006959316, ""ride_hailing"": -0.000585075}"
101,125,125-2026-07-07-L01,123,79,79-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000964812, ""metro"": 0.00116155, ""ride_hailing"": -0.000196738}"
106,76,76-2026-07-07-L01,123,79,79-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000964812, ""metro"": 0.00116155, ""ride_hailing"": -0.000196738}"
107,28,28-2026-07-07-L01,123,79,79-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000964812, ""metro"": 0.00116155, ""ride_hailing"": -0.000196738}"
113,14,14-2026-07-07-L01,123,79,79-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000964812, ""metro"": 0.00116155, ""ride_hailing"": -0.000196738}"
115,54,54-2026-07-07-L01,123,79,79-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000964812, ""metro"": 0.00116155, ""ride_hailing"": -0.000196738}"
101,125,125-2026-07-07-L01,124,158,158-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000864106, ""metro"": 0.0, ""ride_hailing"": 0.000864106}"
106,76,76-2026-07-07-L01,124,158,158-2026-07-07-L01,nine_zone_representative|all|2026-07-07T08:30,ride_hailing_choice_to_shared_road_flow_to_mode_probability,30.0,"{""walk"": 0.0, ""bus"": -0.000864106, ""metro"": 0.0, ""ride_hailing"": 0.000864106}"
