policy,baseline_policy,weather_scenario,metric,baseline_mean,policy_mean,absolute_change,percent_change,percent_change_defined,undefined_reason
C3_mixed,C0_no_coupon,W2,transport_unmet,0.1,0.1,0.0,0.0,True,
C3_mixed,C0_no_coupon,W2,mandatory_activity_incomplete,4.7,4.6,-0.1,-2.12766,True,
C3_mixed,C0_no_coupon,W2,activity_completion_rate,0.93425,0.934724,0.000474,0.050736,True,
C3_mixed,C0_no_coupon,W2,necessary_activity_completion_rate,0.968055,0.96873,0.000675,0.069727,True,
C3_mixed,C0_no_coupon,W2,walking_mode_share,0.006701,0.006701,0.0,0.0,True,
C3_mixed,C0_no_coupon,W2,bus_mode_share,0.393109,0.382166,-0.010943,-2.783706,True,
C3_mixed,C0_no_coupon,W2,metro_mode_share,0.452413,0.446462,-0.005951,-1.315391,True,
C3_mixed,C0_no_coupon,W2,ride_hailing_mode_share,0.147777,0.164671,0.016894,11.43209,True,
C3_mixed,C0_no_coupon,W2,mean_total_travel_time,64.6293,64.1638,-0.4655,-0.720262,True,
C3_mixed,C0_no_coupon,W2,mean_road_speed_kmh,17.1584,17.4444,0.286,1.666822,True,
C3_mixed,C0_no_coupon,W2,total_outdoor_exposure_minutes,7545.873,7475.5265,-70.3465,-0.932251,True,
C3_mixed,C0_no_coupon,W2,total_heat_risk_burden,0.0,0.0,0.0,,False,baseline_zero
